date,season,home_team,away_team,home_goals,away_goals,avg_odds_home,avg_odds_draw,avg_odds_away
2015-06-19,2015,Figueirense,Internacional,0,0,2.82,3.04,2.56
2015-06-20,2015,Flamengo,Atletico-MG,0,2,2.52,3.22,2.71
2015-06-20,2015,Santos,Corinthians,1,0,2.28,3.13,3.19
2015-06-20,2015,Sport,Vasco,2,1,1.71,3.49,4.96
2015-06-21,2015,Gremio,Palmeiras,1,0,2.02,3.22,3.75
2015-06-21,2015,Cruzeiro,Chapecoense,0,1,1.57,3.68,6.14
2015-06-21,2015,Atletico-PR,Coritiba,2,2,1.9,3.24,4.19
2015-06-21,2015,Joinville,Goias,2,1,2.26,3.01,3.3
2015-06-21,2015,Sao Paulo,Avai,1,1,1.47,4.1,6.64
2015-06-24,2015,Fluminense,Ponte Preta,2,0,2.05,3.22,3.67
2015-06-27,2015,Chapecoense,Sport,1,1,1.94,3.23,3.98
2015-06-27,2015,Avai,Gremio,1,2,3.15,3.06,2.32
2015-06-28,2015,Corinthians,Figueirense,2,1,1.49,3.79,7.25
2015-06-28,2015,Atletico-MG,Joinville,1,0,1.22,5.81,12.55
2015-06-28,2015,Coritiba,Cruzeiro,1,0,2.74,3.11,2.57
2015-06-28,2015,Goias,Fluminense,1,2,2.3,3.06,3.19
2015-06-28,2015,Palmeiras,Sao Paulo,4,0,2.16,3.18,3.41
2015-06-28,2015,Ponte Preta,Atletico-PR,2,1,1.84,3.43,4.23
2015-06-28,2015,Internacional,Santos,1,0,2.04,3.25,3.65
2015-06-28,2015,Vasco,Flamengo,1,0,3.66,3.21,2.05
2015-07-01,2015,Sport,Internacional,3,0,1.96,3.29,3.87
2015-07-01,2015,Vasco,Avai,1,0,1.88,3.38,4.09
2015-07-02,2015,Figueirense,Goias,3,1,2.14,3.05,3.6
2015-07-02,2015,Corinthians,Ponte Preta,2,0,1.76,3.37,4.82
2015-07-02,2015,Joinville,Flamengo,0,1,3.15,3.05,2.34
2015-07-02,2015,Palmeiras,Chapecoense,2,0,1.55,3.77,6.16
2015-07-02,2015,Atletico-PR,Sao Paulo,2,1,2.29,3.14,3.15
2015-07-02,2015,Atletico-MG,Coritiba,2,0,1.33,4.82,8.74
2015-07-02,2015,Gremio,Cruzeiro,1,0,1.89,3.3,4.14
2015-07-03,2015,Fluminense,Santos,2,1,2.17,3.26,3.31
2015-07-04,2015,Coritiba,Joinville,0,0,1.64,3.49,5.67
2015-07-05,2015,Flamengo,Figueirense,1,2,1.55,3.69,6.42
2015-07-05,2015,Ponte Preta,Palmeiras,0,2,3.88,3.33,1.94
2015-07-05,2015,Internacional,Atletico-MG,1,3,2.41,3.29,2.83
2015-07-05,2015,Sao Paulo,Fluminense,0,0,1.7,3.56,4.88
2015-07-05,2015,Chapecoense,Vasco,1,0,1.8,3.28,4.72
2015-07-05,2015,Goias,Corinthians,0,0,3.02,2.92,2.5
2015-07-05,2015,Cruzeiro,Atletico-PR,2,0,1.68,3.52,5.15
2015-07-05,2015,Santos,Gremio,1,3,2.15,3.21,3.36
2015-07-05,2015,Avai,Sport,2,2,2.29,3.17,3.09
2015-07-08,2015,Chapecoense,Gremio,1,0,2.73,2.93,2.74
2015-07-08,2015,Coritiba,Ponte Preta,0,0,2.18,3.14,3.37
2015-07-08,2015,Goias,Santos,4,1,2.48,3.02,2.93
2015-07-09,2015,Vasco,Sao Paulo,0,4,3.92,3.2,1.98
2015-07-09,2015,Corinthians,Atletico-PR,2,0,1.54,3.71,6.62
2015-07-09,2015,Internacional,Flamengo,1,2,1.96,3.29,3.88
2015-07-09,2015,Atletico-MG,Sport,2,1,1.39,4.43,7.72
2015-07-09,2015,Palmeiras,Avai,3,0,1.37,4.4,8.54
2015-07-09,2015,Figueirense,Joinville,0,2,1.75,3.34,4.86
2015-07-10,2015,Fluminense,Cruzeiro,1,0,2.59,3.12,2.73
2015-07-11,2015,Gremio,Vasco,2,0,1.39,4.17,8.81
2015-07-11,2015,Santos,Figueirense,3,0,1.54,3.83,6.22
2015-07-12,2015,Avai,Chapecoense,2,1,2.54,2.95,2.91
2015-07-12,2015,Joinville,Internacional,0,2,2.26,3.07,3.26
2015-07-12,2015,Flamengo,Corinthians,0,3,2.42,2.98,3.08
2015-07-12,2015,Sport,Palmeiras,2,2,2.42,3.21,2.87
2015-07-12,2015,Cruzeiro,Goias,1,0,1.54,3.74,6.35
2015-07-12,2015,Sao Paulo,Coritiba,3,1,1.51,3.82,6.69
2015-07-12,2015,Ponte Preta,Atletico-MG,0,2,2.81,3.25,2.44
2015-07-12,2015,Atletico-PR,Fluminense,1,2,1.97,3.28,3.82
2015-07-18,2015,Flamengo,Gremio,1,0,2.28,3.02,3.29
2015-07-18,2015,Internacional,Goias,2,1,1.92,3.25,4.07
2015-07-19,2015,Joinville,Ponte Preta,1,1,2.7,3.04,2.66
2015-07-19,2015,Cruzeiro,Avai,1,1,1.41,4.27,7.6
2015-07-19,2015,Sport,Sao Paulo,2,0,2.34,3.21,2.99
2015-07-19,2015,Palmeiras,Santos,1,0,1.72,3.54,4.77
2015-07-19,2015,Figueirense,Coritiba,0,0,2.07,3.15,3.62
2015-07-19,2015,Atletico-PR,Chapecoense,1,0,2.01,3.18,3.82
2015-07-19,2015,Corinthians,Atletico-MG,1,0,2.38,3.15,2.97
2015-07-19,2015,Fluminense,Vasco,1,2,1.68,3.53,5.11
2015-07-25,2015,Avai,Atletico-PR,1,2,2.26,3.19,3.14
2015-07-25,2015,Gremio,Sport,1,1,1.56,3.82,6.07
2015-07-26,2015,Ponte Preta,Internacional,0,0,2.13,3.18,3.48
2015-07-26,2015,Sao Paulo,Cruzeiro,1,0,2.0,3.28,3.78
2015-07-26,2015,Vasco,Palmeiras,1,4,2.96,3.12,2.4
2015-07-26,2015,Goias,Flamengo,0,1,2.53,3.04,2.88
2015-07-26,2015,Chapecoense,Fluminense,2,1,2.15,3.15,3.43
2015-07-26,2015,Santos,Joinville,2,0,1.55,3.78,6.14
2015-07-26,2015,Atletico-MG,Figueirense,1,0,1.27,5.21,10.87
2015-07-26,2015,Coritiba,Corinthians,1,1,2.84,3.0,2.59
2015-07-30,2015,Atletico-MG,Sao Paulo,3,1,1.65,3.65,5.17
2015-07-30,2015,Corinthians,Vasco,3,0,1.38,4.32,8.67
2015-08-01,2015,Fluminense,Gremio,1,0,2.15,3.11,3.49
2015-08-02,2015,Sport,Cruzeiro,0,0,2.18,3.2,3.3
2015-08-02,2015,Joinville,Avai,2,0,2.39,3.09,3.02
2015-08-02,2015,Internacional,Chapecoense,0,0,1.64,3.49,5.65
2015-08-02,2015,Figueirense,Ponte Preta,3,1,2.19,3.13,3.37
2015-08-02,2015,Palmeiras,Atletico-PR,0,1,1.49,3.99,6.73
2015-08-02,2015,Coritiba,Goias,1,1,1.93,3.19,4.14
2015-08-02,2015,Flamengo,Santos,2,2,1.91,3.34,4.01
2015-08-08,2015,Avai,Fluminense,1,0,2.44,3.16,2.87
2015-08-09,2015,Sao Paulo,Corinthians,1,1,2.32,3.0,3.22
2015-08-09,2015,Gremio,Internacional,5,0,1.81,3.36,4.47
2015-08-09,2015,Chapecoense,Figueirense,2,2,1.86,3.2,4.45
2015-08-09,2015,Ponte Preta,Flamengo,1,0,2.58,3.1,2.75
2015-08-09,2015,Goias,Atletico-MG,0,0,2.95,3.15,2.39
2015-08-09,2015,Cruzeiro,Palmeiras,2,1,2.04,3.19,3.7
2015-08-09,2015,Vasco,Joinville,0,0,1.84,3.26,4.46
2015-08-09,2015,Atletico-PR,Sport,1,1,1.79,3.41,4.52
2015-08-09,2015,Santos,Coritiba,3,0,1.51,3.93,6.35
2015-08-12,2015,Coritiba,Palmeiras,2,1,2.91,3.11,2.45
2015-08-12,2015,Flamengo,Atletico-PR,3,2,1.83,3.43,4.27
2015-08-13,2015,Ponte Preta,Avai,2,0,1.63,3.62,5.43
2015-08-13,2015,Internacional,Fluminense,1,0,2.02,3.24,3.67
2015-08-13,2015,Figueirense,Sao Paulo,0,2,2.93,3.14,2.41
2015-08-13,2015,Santos,Vasco,1,0,1.39,4.44,7.78
2015-08-13,2015,Goias,Chapecoense,0,0,1.8,3.25,4.78
2015-08-13,2015,Corinthians,Sport,4,3,1.53,3.83,6.29
2015-08-14,2015,Atletico-MG,Gremio,0,2,1.73,3.44,4.91
2015-08-14,2015,Joinville,Cruzeiro,3,0,3.32,3.02,2.26
2015-08-15,2015,Atletico-PR,Santos,0,0,2.35,3.18,2.99
2015-08-15,2015,Vasco,Coritiba,0,1,2.18,3.15,3.37
2015-08-16,2015,Sport,Ponte Preta,1,1,1.81,3.46,4.32
2015-08-16,2015,Gremio,Joinville,2,1,1.39,4.28,8.39
2015-08-16,2015,Fluminense,Figueirense,2,1,1.66,3.53,5.36
2015-08-16,2015,Chapecoense,Atletico-MG,2,1,3.16,3.18,2.26
2015-08-16,2015,Avai,Corinthians,1,2,3.1,3.09,2.34
2015-08-16,2015,Palmeiras,Flamengo,4,2,1.96,3.3,3.8
2015-08-16,2015,Sao Paulo,Goias,0,3,1.6,3.64,5.75
2015-08-16,2015,Cruzeiro,Internacional,0,0,1.73,3.42,4.96
2015-08-22,2015,Goias,Vasco,3,0,1.66,3.56,5.28
2015-08-22,2015,Santos,Avai,5,2,1.4,4.38,7.95
2015-08-23,2015,Atletico-MG,Palmeiras,2,1,1.61,3.78,5.39
2015-08-23,2015,Joinville,Fluminense,2,1,2.55,3.06,2.82
2015-08-23,2015,Internacional,Atletico-PR,2,0,1.88,3.3,4.22
2015-08-23,2015,Flamengo,Sao Paulo,2,1,1.95,3.34,3.85
2015-08-23,2015,Corinthians,Cruzeiro,3,0,1.98,3.22,3.91
2015-08-23,2015,Ponte Preta,Gremio,0,0,2.52,3.09,2.84
2015-08-23,2015,Coritiba,Chapecoense,1,0,1.92,3.21,4.19
2015-08-23,2015,Figueirense,Sport,2,1,2.13,3.22,3.41
2015-08-29,2015,Vasco,Figueirense,0,1,2.04,3.15,3.8
2015-08-30,2015,Cruzeiro,Santos,0,1,2.05,3.24,3.64
2015-08-30,2015,Sport,Flamengo,0,1,2.16,3.3,3.26
2015-08-30,2015,Palmeiras,Joinville,3,2,1.42,4.16,7.67
2015-08-30,2015,Fluminense,Atletico-MG,1,2,2.73,3.23,2.51
2015-08-30,2015,Atletico-PR,Goias,3,0,1.97,3.23,3.92
2015-08-30,2015,Gremio,Coritiba,0,0,1.52,3.8,6.72
2015-08-30,2015,Avai,Internacional,3,0,2.84,3.13,2.49
2015-08-30,2015,Sao Paulo,Ponte Preta,3,0,1.75,3.47,4.74
2015-08-30,2015,Chapecoense,Corinthians,1,3,2.5,2.95,2.99
2015-09-02,2015,Internacional,Vasco,6,0,1.51,3.84,6.64
2015-09-02,2015,Joinville,Sao Paulo,0,0,2.85,3.18,2.44
2015-09-02,2015,Ponte Preta,Cruzeiro,1,2,2.3,3.11,3.13
2015-09-03,2015,Goias,Palmeiras,1,0,2.33,3.11,3.09
2015-09-03,2015,Coritiba,Sport,0,0,1.96,3.28,3.85
2015-09-03,2015,Santos,Chapecoense,3,1,1.48,3.96,6.98
2015-09-03,2015,Flamengo,Avai,3,0,1.59,3.72,5.79
2015-09-03,2015,Atletico-MG,Atletico-PR,0,1,1.4,4.41,7.72
2015-09-03,2015,Corinthians,Fluminense,2,0,1.76,3.36,4.8
2015-09-04,2015,Figueirense,Gremio,0,2,2.54,2.99,2.91
2015-09-05,2015,Sao Paulo,Internacional,2,0,2.2,3.26,3.24
2015-09-05,2015,Vasco,Atletico-MG,1,2,4.76,3.65,1.7
2015-09-06,2015,Sport,Santos,1,1,2.18,3.28,3.24
2015-09-06,2015,Atletico-PR,Joinville,0,0,1.53,3.77,6.53
2015-09-06,2015,Chapecoense,Ponte Preta,0,0,1.96,3.22,4.01
2015-09-06,2015,Cruzeiro,Figueirense,5,1,1.51,3.82,6.89
2015-09-06,2015,Avai,Coritiba,0,2,2.13,3.15,3.52
2015-09-06,2015,Fluminense,Flamengo,1,3,3.27,3.15,2.22
2015-09-06,2015,Gremio,Goias,2,1,1.74,3.36,5.06
2015-09-06,2015,Palmeiras,Corinthians,3,3,2.16,3.2,3.36
2015-09-09,2015,Internacional,Palmeiras,1,0,1.79,3.48,4.48
2015-09-09,2015,Ponte Preta,Vasco,0,1,1.71,3.48,5.02
2015-09-09,2015,Atletico-MG,Avai,2,0,1.26,5.58,10.76
2015-09-10,2015,Figueirense,Atletico-PR,1,1,2.51,3.06,2.89
2015-09-10,2015,Corinthians,Gremio,1,1,1.89,3.24,4.28
2015-09-10,2015,Coritiba,Fluminense,1,1,2.18,3.12,3.42
2015-09-10,2015,Santos,Sao Paulo,3,0,2.11,3.23,3.48
2015-09-10,2015,Goias,Sport,1,0,1.89,3.25,4.23
2015-09-11,2015,Flamengo,Cruzeiro,2,0,2.0,3.21,3.84
2015-09-11,2015,Joinville,Chapecoense,0,0,2.35,3.0,3.19
2015-09-12,2015,Coritiba,Internacional,0,1,2.35,3.08,3.11
2015-09-13,2015,Sport,Fluminense,1,0,2.08,3.3,3.46
2015-09-13,2015,Avai,Goias,2,1,2.16,3.09,3.5
2015-09-13,2015,Vasco,Atletico-PR,2,0,2.3,3.11,3.16
2015-09-13,2015,Gremio,Sao Paulo,1,2,1.88,3.37,4.1
2015-09-13,2015,Ponte Preta,Santos,3,1,2.98,3.16,2.38
2015-09-13,2015,Chapecoense,Flamengo,1,3,2.66,2.93,2.83
2015-09-13,2015,Corinthians,Joinville,3,0,1.36,4.37,9.66
2015-09-13,2015,Palmeiras,Figueirense,2,0,1.45,4.23,6.96
2015-09-13,2015,Cruzeiro,Atletico-MG,1,1,2.59,3.12,2.73
2015-09-16,2015,Fluminense,Palmeiras,1,4,2.26,3.18,3.16
2015-09-16,2015,Goias,Ponte Preta,1,2,1.8,3.44,4.46
2015-09-16,2015,Joinville,Sport,1,1,2.59,3.01,2.81
2015-09-17,2015,Santos,Atletico-MG,4,0,2.13,3.39,3.25
2015-09-17,2015,Sao Paulo,Chapecoense,0,0,1.45,4.05,7.53
2015-09-17,2015,Internacional,Corinthians,2,1,2.29,3.08,3.2
2015-09-17,2015,Atletico-PR,Gremio,1,2,2.61,3.08,2.73
2015-09-17,2015,Figueirense,Avai,0,1,2.12,3.13,3.55
2015-09-17,2015,Cruzeiro,Vasco,2,2,1.39,4.39,8.12
2015-09-18,2015,Flamengo,Coritiba,0,2,1.56,3.69,6.09
2015-09-19,2015,Internacional,Figueirense,1,1,1.67,3.51,5.38
2015-09-19,2015,Palmeiras,Gremio,3,2,1.94,3.31,3.93
2015-09-20,2015,Coritiba,Atletico-PR,2,0,2.6,2.98,2.82
2015-09-20,2015,Chapecoense,Cruzeiro,0,2,2.65,2.95,2.8
2015-09-20,2015,Vasco,Sport,2,1,2.12,3.2,3.44
2015-09-20,2015,Avai,Sao Paulo,2,1,2.52,3.13,2.8
2015-09-20,2015,Atletico-MG,Flamengo,4,1,1.7,3.63,4.72
2015-09-20,2015,Corinthians,Santos,2,0,2.16,3.23,3.32
2015-09-20,2015,Ponte Preta,Fluminense,3,1,2.43,3.13,2.91
2015-09-20,2015,Goias,Joinville,3,0,1.58,3.66,6.01
2015-09-26,2015,Fluminense,Goias,2,0,1.87,3.34,4.17
2015-09-27,2015,Sao Paulo,Palmeiras,1,1,2.13,3.31,3.32
2015-09-27,2015,Sport,Chapecoense,3,0,1.8,3.31,4.68
2015-09-27,2015,Cruzeiro,Coritiba,2,0,1.46,3.99,7.47
2015-09-27,2015,Joinville,Atletico-MG,2,2,4.38,3.47,1.8
2015-09-27,2015,Santos,Internacional,3,1,1.72,3.51,4.83
2015-09-27,2015,Figueirense,Corinthians,1,3,3.12,3.13,2.31
2015-09-27,2015,Gremio,Avai,3,1,1.47,3.99,7.19
2015-09-27,2015,Flamengo,Vasco,1,2,1.73,3.51,4.84
2015-09-27,2015,Atletico-PR,Ponte Preta,1,2,1.91,3.31,4.06
2015-10-03,2015,Coritiba,Atletico-MG,0,3,3.06,3.27,2.26
2015-10-03,2015,Internacional,Sport,2,1,1.68,3.6,5.0
2015-10-04,2015,Sao Paulo,Atletico-PR,1,0,1.75,3.46,4.73
2015-10-04,2015,Avai,Vasco,1,1,2.02,3.25,3.71
2015-10-04,2015,Flamengo,Joinville,2,0,1.4,4.28,8.09
2015-10-04,2015,Goias,Figueirense,2,3,1.63,3.53,5.7
2015-10-04,2015,Ponte Preta,Corinthians,2,2,3.06,3.11,2.35
2015-10-04,2015,Santos,Fluminense,3,1,1.51,3.92,6.42
2015-10-04,2015,Chapecoense,Palmeiras,5,1,2.73,3.04,2.64
2015-10-04,2015,Cruzeiro,Gremio,0,0,2.06,3.19,3.67
2015-10-14,2015,Atletico-MG,Internacional,2,1,1.46,4.29,6.61
2015-10-14,2015,Sport,Avai,3,0,1.77,3.49,4.56
2015-10-15,2015,Vasco,Chapecoense,1,1,2.12,3.16,3.52
2015-10-15,2015,Fluminense,Sao Paulo,2,0,2.33,3.2,3.02
2015-10-15,2015,Corinthians,Goias,3,0,1.59,3.7,5.87
2015-10-15,2015,Atletico-PR,Cruzeiro,2,2,2.31,3.12,3.14
2015-10-15,2015,Joinville,Coritiba,3,1,2.55,3.01,2.87
2015-10-15,2015,Figueirense,Flamengo,3,0,2.93,3.13,2.44
2015-10-15,2015,Palmeiras,Ponte Preta,0,1,1.58,3.93,5.51
2015-10-16,2015,Gremio,Santos,1,0,1.99,3.31,3.74
2015-10-17,2015,Avai,Palmeiras,1,3,2.54,3.15,2.76
2015-10-18,2015,Sport,Atletico-MG,4,1,3.0,3.28,2.3
2015-10-18,2015,Santos,Goias,3,1,1.5,3.93,6.7
2015-10-18,2015,Gremio,Chapecoense,2,3,1.5,3.89,6.84
2015-10-18,2015,Sao Paulo,Vasco,2,2,1.49,3.97,6.8
2015-10-18,2015,Flamengo,Internacional,0,1,1.79,3.46,4.43
2015-10-18,2015,Ponte Preta,Coritiba,3,0,1.77,3.39,4.72
2015-10-18,2015,Cruzeiro,Fluminense,2,0,1.71,3.49,4.97
2015-10-18,2015,Joinville,Figueirense,1,0,2.36,3.09,3.08
2015-10-18,2015,Atletico-PR,Corinthians,1,4,2.88,3.13,2.46
2015-10-24,2015,Fluminense,Atletico-PR,0,1,1.95,3.28,3.94
2015-10-24,2015,Figueirense,Santos,0,0,2.76,3.19,2.51
2015-10-24,2015,Internacional,Joinville,1,0,1.44,4.15,7.42
2015-10-25,2015,Vasco,Gremio,0,0,2.47,3.14,2.88
2015-10-25,2015,Atletico-MG,Ponte Preta,2,1,1.37,4.67,7.92
2015-10-25,2015,Coritiba,Sao Paulo,1,2,2.52,3.14,2.79
2015-10-25,2015,Goias,Cruzeiro,0,1,2.4,3.07,3.03
2015-10-25,2015,Chapecoense,Avai,0,0,1.88,3.3,4.21
2015-10-25,2015,Palmeiras,Sport,0,2,1.74,3.6,4.56
2015-10-25,2015,Corinthians,Flamengo,1,0,1.68,3.6,5.12
2015-10-31,2015,Sao Paulo,Sport,3,0,1.46,4.12,7.15
2015-10-31,2015,Avai,Cruzeiro,1,1,2.76,3.06,2.61
2015-10-31,2015,Ponte Preta,Joinville,1,0,1.57,3.68,6.2
2015-10-31,2015,Coritiba,Figueirense,1,1,2.07,3.12,3.73
2015-11-01,2015,Atletico-MG,Corinthians,0,3,1.82,3.54,4.18
2015-11-01,2015,Chapecoense,Atletico-PR,0,0,1.92,3.2,4.18
2015-11-01,2015,Gremio,Flamengo,2,0,1.68,3.52,5.24
2015-11-01,2015,Santos,Palmeiras,2,1,1.76,3.63,4.34
2015-11-01,2015,Vasco,Fluminense,0,1,2.28,3.12,3.18
2015-11-01,2015,Goias,Internacional,2,1,2.21,3.18,3.29
2015-11-07,2015,Internacional,Ponte Preta,1,0,1.55,3.79,6.11
2015-11-07,2015,Atletico-PR,Avai,2,1,1.84,3.38,4.29
2015-11-07,2015,Corinthians,Coritiba,2,1,1.33,4.66,9.63
2015-11-07,2015,Fluminense,Chapecoense,2,3,1.98,3.17,3.96
2015-11-08,2015,Sport,Gremio,1,0,2.35,3.16,3.04
2015-11-08,2015,Palmeiras,Vasco,0,2,1.54,3.98,5.84
2015-11-08,2015,Joinville,Santos,0,0,4.01,3.42,1.89
2015-11-08,2015,Figueirense,Atletico-MG,0,1,2.93,3.22,2.38
2015-11-08,2015,Flamengo,Goias,4,1,1.57,3.77,5.97
2015-11-08,2015,Cruzeiro,Sao Paulo,2,1,2.02,3.25,3.72
2015-11-15,2015,Cruzeiro,Sport,3,0,1.48,4.08,6.73
2015-11-18,2015,Goias,Coritiba,1,3,1.96,3.28,3.91
2015-11-18,2015,Atletico-PR,Palmeiras,3,3,2.29,3.26,3.06
2015-11-18,2015,Avai,Joinville,2,1,1.95,3.27,3.98
2015-11-18,2015,Ponte Preta,Figueirense,0,1,1.95,3.31,3.91
2015-11-19,2015,Chapecoense,Internacional,1,0,2.43,3.03,3.03
2015-11-19,2015,Gremio,Fluminense,1,0,1.51,3.86,6.76
2015-11-20,2015,Vasco,Corinthians,1,1,2.76,3.1,2.59
2015-11-20,2015,Sao Paulo,Atletico-MG,4,2,2.01,3.48,3.51
2015-11-20,2015,Santos,Flamengo,0,0,1.65,3.73,5.11
2015-11-21,2015,Palmeiras,Cruzeiro,1,1,3.15,3.3,2.22
2015-11-22,2015,Atletico-MG,Goias,2,2,1.48,4.33,6.23
2015-11-22,2015,Corinthians,Sao Paulo,6,1,2.46,3.2,2.82
2015-11-22,2015,Figueirense,Chapecoense,0,0,1.81,3.39,4.48
2015-11-22,2015,Internacional,Gremio,1,0,2.6,3.08,2.74
2015-11-22,2015,Joinville,Vasco,1,2,2.67,3.26,2.56
2015-11-22,2015,Flamengo,Ponte Preta,1,1,1.74,3.54,4.67
2015-11-22,2015,Coritiba,Santos,1,0,2.65,3.22,2.6
2015-11-22,2015,Fluminense,Avai,3,1,2.07,3.18,3.65
2015-11-22,2015,Sport,Atletico-PR,0,0,1.72,3.58,4.75
2015-11-28,2015,Avai,Ponte Preta,1,0,1.72,3.57,4.82
2015-11-28,2015,Sao Paulo,Figueirense,3,2,1.49,4.01,6.63
2015-11-28,2015,Fluminense,Internacional,1,1,3.27,3.26,2.18
2015-11-29,2015,Cruzeiro,Joinville,3,0,1.28,5.15,10.35
2015-11-29,2015,Gremio,Atletico-MG,2,1,2.09,3.33,3.39
2015-11-29,2015,Sport,Corinthians,2,0,2.29,3.29,3.03
2015-11-29,2015,Chapecoense,Goias,1,3,2.01,3.31,3.67
2015-11-29,2015,Palmeiras,Coritiba,0,2,2.75,3.2,2.54
2015-11-29,2015,Vasco,Santos,1,0,1.63,3.66,5.44
2015-11-29,2015,Atletico-PR,Flamengo,3,0,2.38,3.26,2.91
2015-12-06,2015,Figueirense,Fluminense,1,0,1.33,4.74,9.18
2015-12-06,2015,Ponte Preta,Sport,0,1,2.47,3.28,2.75
2015-12-06,2015,Joinville,Gremio,0,2,4.36,3.48,1.81
2015-12-06,2015,Internacional,Cruzeiro,2,0,1.77,3.56,4.42
2015-12-06,2015,Goias,Sao Paulo,0,1,2.62,3.36,2.57
2015-12-06,2015,Corinthians,Avai,1,1,1.62,3.94,4.99
2015-12-06,2015,Coritiba,Vasco,0,0,2.39,3.18,2.95
2015-12-06,2015,Santos,Atletico-PR,5,1,1.66,3.72,4.97
2015-12-06,2015,Atletico-MG,Chapecoense,3,0,1.29,5.18,9.93
2015-12-06,2015,Flamengo,Palmeiras,1,2,1.54,4.02,5.8
2016-05-14,2016,Atletico-MG,Santos,1,0,2.84,3.14,2.47
2016-05-14,2016,Palmeiras,Atletico-PR,4,0,1.74,3.52,4.72
2016-05-14,2016,Flamengo,Sport,1,0,1.58,3.8,5.7
2016-05-15,2016,Figueirense,Ponte Preta,0,0,2.3,3.08,3.21
2016-05-15,2016,Internacional,Chapecoense,0,0,1.63,3.53,5.78
2016-05-15,2016,Corinthians,Gremio,0,0,1.8,3.3,4.67
2016-05-15,2016,Coritiba,Cruzeiro,1,0,2.69,3.09,2.66
2016-05-15,2016,Santa Cruz,Vitoria,4,1,1.9,3.31,4.05
2016-05-15,2016,Botafogo,Sao Paulo,0,1,1.9,3.3,4.11
2016-05-15,2016,America-MG,Fluminense,0,1,2.49,3.16,2.8
2016-05-21,2016,Ponte Preta,Palmeiras,2,1,2.71,3.08,2.63
2016-05-21,2016,Fluminense,Santa Cruz,2,2,1.62,3.66,5.53
2016-05-22,2016,Cruzeiro,Figueirense,2,2,1.4,4.12,8.77
2016-05-22,2016,Atletico-PR,Atletico-MG,1,1,2.23,3.17,3.24
2016-05-22,2016,Santos,Coritiba,2,1,1.52,3.81,6.59
2016-05-22,2016,Chapecoense,America-MG,3,1,1.64,3.55,5.58
2016-05-22,2016,Gremio,Flamengo,1,0,2.03,3.23,3.69
2016-05-22,2016,Sao Paulo,Internacional,1,2,1.97,3.22,3.91
2016-05-22,2016,Vitoria,Corinthians,3,2,3.01,3.09,2.38
2016-05-22,2016,Sport,Botafogo,1,1,1.83,3.42,4.28
2016-05-25,2016,Botafogo,Atletico-PR,2,1,2.17,3.19,3.34
2016-05-25,2016,Figueirense,Santos,2,2,2.41,3.09,2.97
2016-05-26,2016,Corinthians,Ponte Preta,3,0,1.52,3.9,6.17
2016-05-26,2016,Internacional,Sport,1,0,1.54,3.74,6.45
2016-05-26,2016,Santa Cruz,Cruzeiro,4,1,2.39,3.21,2.91
2016-05-26,2016,America-MG,Vitoria,1,1,2.14,3.32,3.28
2016-05-26,2016,Coritiba,Sao Paulo,1,1,2.2,3.11,3.36
2016-05-26,2016,Flamengo,Chapecoense,2,2,1.65,3.55,5.41
2016-05-26,2016,Palmeiras,Fluminense,2,0,1.91,3.4,3.94
2016-05-27,2016,Atletico-MG,Gremio,0,3,2.31,3.15,3.11
2016-05-28,2016,Cruzeiro,America-MG,1,1,1.55,3.8,6.15
2016-05-28,2016,Atletico-PR,Figueirense,2,1,1.69,3.56,5.04
2016-05-29,2016,Santos,Internacional,0,1,2.18,3.14,3.38
2016-05-29,2016,Gremio,Coritiba,2,0,1.57,3.69,6.06
2016-05-29,2016,Vitoria,Atletico-MG,1,1,2.33,3.21,2.99
2016-05-29,2016,Sao Paulo,Palmeiras,1,0,2.19,3.15,3.32
2016-05-29,2016,Sport,Corinthians,0,2,2.83,3.06,2.53
2016-05-29,2016,Ponte Preta,Flamengo,1,2,2.41,3.11,2.95
2016-05-29,2016,Chapecoense,Santa Cruz,1,1,1.93,3.29,3.89
2016-05-29,2016,Fluminense,Botafogo,1,0,2.0,3.33,3.64
2016-06-01,2016,Internacional,Atletico-PR,1,0,1.53,3.77,6.54
2016-06-02,2016,Figueirense,Sao Paulo,1,0,2.62,3.03,2.77
2016-06-02,2016,America-MG,Ponte Preta,1,2,2.33,3.1,3.12
2016-06-02,2016,Atletico-MG,Fluminense,1,1,1.91,3.38,3.95
2016-06-02,2016,Botafogo,Cruzeiro,0,1,4.36,3.37,1.82
2016-06-02,2016,Coritiba,Chapecoense,3,4,2.31,2.99,3.26
2016-06-02,2016,Corinthians,Santos,1,0,1.58,3.64,6.11
2016-06-02,2016,Santa Cruz,Sport,0,1,2.05,3.22,3.6
2016-06-03,2016,Flamengo,Vitoria,1,0,1.45,4.17,7.03
2016-06-03,2016,Palmeiras,Gremio,4,3,2.01,3.27,3.75
2016-06-04,2016,Atletico-PR,Santa Cruz,1,0,1.54,3.88,6.08
2016-06-05,2016,Flamengo,Palmeiras,1,2,2.4,3.2,2.9
2016-06-05,2016,Cruzeiro,Sao Paulo,0,1,1.73,3.37,4.98
2016-06-05,2016,Vitoria,Internacional,1,0,2.92,3.08,2.45
2016-06-05,2016,Sport,Atletico-MG,4,4,2.17,3.26,3.24
2016-06-05,2016,Gremio,Ponte Preta,1,0,1.49,3.88,6.85
