date,season,home_team,away_team,home_goals,away_goals,avg_odds_home,avg_odds_draw,avg_odds_away
2018-09-15,2018,Gremio,Parana,2,0,1.52,3.78,7.29
2018-09-15,2018,Vasco,Flamengo,1,1,5.13,3.49,1.72
2018-09-16,2018,Botafogo,America-MG,1,0,1.66,3.56,5.71
2018-09-16,2018,Atletico-PR,Fluminense,3,1,1.62,3.75,5.65
2018-09-16,2018,Bahia,Palmeiras,1,1,2.94,2.98,2.57
2018-09-16,2018,Cruzeiro,Atletico-MG,0,0,2.76,3.04,2.7
2018-09-16,2018,Santos,Sao Paulo,0,0,2.37,3.0,3.25
2018-09-16,2018,Corinthians,Sport,2,1,1.63,3.51,6.21
2018-09-18,2018,Chapecoense,Internacional,2,1,3.69,2.98,2.19
2018-09-22,2018,Sao Paulo,America-MG,1,1,1.43,4.02,8.87
2018-09-23,2018,Gremio,Ceara,3,2,1.35,4.26,11.64
2018-09-23,2018,Atletico-PR,Parana,3,0,1.5,3.95,6.96
2018-09-23,2018,Corinthians,Internacional,1,1,2.69,2.86,2.92
2018-09-23,2018,Flamengo,Atletico-MG,2,1,1.82,3.37,4.62
2018-09-23,2018,Sport,Palmeiras,0,1,4.4,3.33,1.87
2018-09-23,2018,Vitoria,Botafogo,3,4,2.72,3.02,2.75
2018-09-23,2018,Cruzeiro,Santos,2,1,2.42,2.91,3.26
2018-09-25,2018,Vasco,Bahia,2,1,2.05,3.24,3.79
2018-09-25,2018,Chapecoense,Fluminense,1,2,2.21,3.04,3.57
2018-09-28,2018,Santos,Vasco,1,1,1.47,3.95,7.66
2018-09-29,2018,Fluminense,Gremio,0,1,2.82,2.95,2.7
2018-09-29,2018,America-MG,Corinthians,0,0,2.35,2.87,3.44
2018-09-30,2018,Santos,Atletico-PR,1,0,1.93,3.23,4.23
2018-09-30,2018,Bahia,Flamengo,0,0,2.72,3.05,2.71
2018-09-30,2018,Palmeiras,Cruzeiro,3,1,1.58,3.59,6.57
2018-09-30,2018,Atletico-MG,Sport,5,2,1.35,4.69,9.09
2018-09-30,2018,Botafogo,Sao Paulo,2,2,2.65,3.04,2.79
2018-09-30,2018,Internacional,Vitoria,2,1,1.31,4.97,9.95
2018-09-30,2018,Ceara,Chapecoense,3,1,2.08,2.98,4.07
2018-10-02,2018,Parana,Vasco,1,1,2.89,2.91,2.65
2018-10-05,2018,Sport,Internacional,2,1,4.04,3.27,1.96
2018-10-06,2018,Corinthians,Flamengo,0,3,2.95,2.87,2.64
2018-10-06,2018,Vitoria,Santos,0,1,3.67,3.19,2.09
2018-10-06,2018,Atletico-PR,America-MG,4,0,1.44,4.06,7.94
2018-10-06,2018,Chapecoense,Atletico-MG,1,0,2.86,3.01,2.62
2018-10-06,2018,Sao Paulo,Palmeiras,0,2,2.66,2.89,2.91
2018-10-07,2018,Gremio,Bahia,2,2,1.36,4.41,9.83
2018-10-09,2018,Fluminense,Parana,4,0,1.5,3.72,7.67
2018-10-10,2018,Botafogo,Vasco,1,1,2.15,3.09,3.65
2018-10-13,2018,Santos,Corinthians,1,0,1.47,3.82,7.99
2018-10-13,2018,Flamengo,Fluminense,3,0,1.69,3.53,5.35
2018-10-14,2018,Bahia,Parana,2,0,1.36,4.3,9.98
2018-10-14,2018,Chapecoense,Vitoria,0,1,1.81,3.28,4.86
2018-10-14,2018,Internacional,Sao Paulo,3,1,1.9,3.18,4.49
2018-10-14,2018,Palmeiras,Gremio,2,0,1.91,3.05,4.73
2018-10-14,2018,Vasco,Cruzeiro,2,0,2.16,3.07,3.61
2018-10-14,2018,Atletico-MG,America-MG,0,0,1.55,3.87,6.21
2018-10-14,2018,Atletico-PR,Sport,4,0,1.34,4.81,9.11
2018-10-16,2018,Ceara,Botafogo,0,0,2.09,3.16,3.7
2018-10-20,2018,Sao Paulo,Atletico-PR,0,0,2.15,3.03,3.7
2018-10-20,2018,Sport,Vasco,2,1,2.69,3.11,2.7
2018-10-20,2018,America-MG,Gremio,1,1,2.73,2.92,2.83
2018-10-20,2018,Botafogo,Bahia,0,1,2.29,2.98,3.47
2018-10-21,2018,Fluminense,Atletico-MG,1,0,2.47,3.14,2.93
2018-10-21,2018,Palmeiras,Ceara,2,1,1.39,4.21,9.3
2018-10-21,2018,Vitoria,Corinthians,2,2,2.41,2.93,3.27
2018-10-21,2018,Cruzeiro,Chapecoense,3,0,1.56,3.72,6.45
2018-10-21,2018,Parana,Flamengo,0,4,7.59,3.83,1.49
2018-10-23,2018,Internacional,Santos,2,2,1.81,3.25,4.91
2018-10-24,2018,Cruzeiro,Ceara,0,2,1.61,3.61,6.08
2018-10-26,2018,Vitoria,Sao Paulo,0,1,3.12,3.18,2.32
2018-10-27,2018,Flamengo,Palmeiras,1,1,2.15,3.06,3.7
2018-10-27,2018,Corinthians,Bahia,2,1,2.08,3.0,4.01
2018-10-27,2018,Chapecoense,America-MG,1,0,1.98,3.1,4.25
2018-10-27,2018,Vasco,Internacional,1,1,3.01,3.21,2.38
2018-10-27,2018,Gremio,Sport,3,4,1.6,3.75,5.73
2018-10-27,2018,Santos,Fluminense,3,0,1.36,4.43,9.73
2018-10-28,2018,Atletico-PR,Botafogo,2,1,1.88,3.32,4.45
2018-10-28,2018,Cruzeiro,Parana,3,1,1.3,5.13,10.36
2018-10-29,2018,Ceara,Atletico-MG,2,1,2.4,3.1,3.07
2018-11-03,2018,Fluminense,Vasco,0,1,2.79,3.07,2.64
2018-11-03,2018,Palmeiras,Santos,3,2,1.91,3.22,4.32
2018-11-03,2018,Atletico-MG,Gremio,0,1,2.17,3.17,3.46
2018-11-04,2018,America-MG,Cruzeiro,1,2,3.94,2.96,2.11
2018-11-04,2018,Botafogo,Corinthians,1,0,2.05,3.08,3.97
2018-11-04,2018,Parana,Vitoria,1,1,3.2,3.06,2.35
2018-11-04,2018,Sao Paulo,Flamengo,2,2,2.8,3.04,2.64
2018-11-04,2018,Bahia,Chapecoense,1,0,1.64,3.5,5.86
2018-11-04,2018,Internacional,Atletico-PR,2,1,1.51,3.88,6.94
2018-11-05,2018,Sport,Ceara,1,0,2.19,3.11,3.49
2018-11-10,2018,Corinthians,Sao Paulo,1,1,2.52,2.95,3.03
2018-11-10,2018,Botafogo,Flamengo,2,1,4.01,3.37,1.93
2018-11-10,2018,America-MG,Parana,0,1,1.45,3.96,8.1
2018-11-10,2018,Atletico-PR,Cruzeiro,2,0,2.07,3.18,3.78
2018-11-11,2018,Fluminense,Sport,0,0,1.88,3.38,4.24
2018-11-11,2018,Atletico-MG,Palmeiras,1,1,2.61,3.14,2.76
2018-11-11,2018,Ceara,Internacional,1,1,2.73,2.94,2.78
2018-11-11,2018,Gremio,Vasco,2,1,1.39,4.42,8.5
2018-11-11,2018,Vitoria,Bahia,2,2,2.75,3.03,2.69
2018-11-12,2018,Santos,Chapecoense,0,1,1.6,3.63,6.09
2018-11-14,2018,Sport,Vitoria,0,0,1.99,3.31,3.83
2018-11-14,2018,Palmeiras,Fluminense,3,0,1.35,4.58,9.32
2018-11-14,2018,Cruzeiro,Corinthians,1,0,2.03,3.03,4.12
2018-11-14,2018,Parana,Atletico-MG,0,1,6.76,3.86,1.52
2018-11-14,2018,Bahia,Ceara,2,1,1.78,3.24,5.18
2018-11-14,2018,Vasco,Atletico-PR,1,1,2.92,3.04,2.55
2018-11-15,2018,Chapecoense,Botafogo,0,1,2.12,3.02,3.83
2018-11-15,2018,Flamengo,Santos,1,0,1.69,3.55,5.27
2018-11-15,2018,Sao Paulo,Gremio,1,1,2.81,2.87,2.77
2018-11-15,2018,Internacional,America-MG,2,0,1.35,4.58,9.24
2018-11-17,2018,Vitoria,Atletico-PR,1,2,2.73,3.22,2.57
2018-11-17,2018,Atletico-MG,Bahia,1,0,1.71,3.56,5.08
2018-11-17,2018,Corinthians,Vasco,1,0,1.74,3.35,5.18
2018-11-18,2018,America-MG,Santos,2,1,3.34,3.01,2.31
2018-11-18,2018,Botafogo,Internacional,1,0,2.9,2.89,2.68
2018-11-18,2018,Parana,Palmeiras,1,1,20.23,6.98,1.15
2018-11-18,2018,Sport,Flamengo,0,1,3.38,3.21,2.19
2018-11-18,2018,Gremio,Chapecoense,2,0,1.46,4.04,7.59
2018-11-18,2018,Sao Paulo,Cruzeiro,1,0,1.94,3.05,4.5
2018-11-19,2018,Fluminense,Ceara,0,0,1.96,3.13,4.32
2018-11-21,2018,Palmeiras,America-MG,4,0,1.28,5.07,11.43
2018-11-21,2018,Flamengo,Gremio,2,0,2.14,3.02,3.75
2018-11-21,2018,Cruzeiro,Vitoria,3,0,1.68,3.64,5.09
2018-11-21,2018,Santos,Botafogo,1,1,1.91,3.18,4.41
2018-11-21,2018,Internacional,Atletico-MG,1,2,1.81,3.4,4.58
2018-11-21,2018,Atletico-PR,Corinthians,1,0,1.45,4.11,7.4
2018-11-22,2018,Vasco,Sao Paulo,2,0,2.43,3.01,3.08
2018-11-22,2018,Bahia,Fluminense,2,0,1.59,3.67,6.02
2018-11-22,2018,Ceara,Parana,1,0,1.33,4.78,9.7
2018-11-22,2018,Chapecoense,Sport,2,1,1.83,3.23,4.78
2018-11-24,2018,Santos,Atletico-MG,3,2,2.4,3.08,3.06
2018-11-25,2018,Vasco,Palmeiras,0,1,3.84,3.15,2.05
2018-11-25,2018,Internacional,Fluminense,2,0,1.44,4.22,7.45
2018-11-25,2018,Corinthians,Chapecoense,0,0,2.02,2.95,4.3
2018-11-25,2018,America-MG,Bahia,1,0,2.03,3.02,4.15
2018-11-25,2018,Cruzeiro,Flamengo,0,2,2.63,2.97,2.87
2018-11-25,2018,Atletico-PR,Ceara,2,2,1.86,3.23,4.57
2018-11-25,2018,Vitoria,Gremio,0,0,4.35,3.51,1.82
2018-11-26,2018,Botafogo,Parana,2,1,1.3,5.02,10.26
2018-11-26,2018,Sao Paulo,Sport,0,0,1.4,4.42,8.09
2018-12-01,2018,Atletico-MG,Botafogo,1,0,1.33,4.92,9.15
2018-12-01,2018,Flamengo,Atletico-PR,1,2,1.43,4.47,6.97
2018-12-02,2018,Palmeiras,Vitoria,3,2,1.17,7.15,14.77
2018-12-02,2018,Parana,Internacional,1,1,4.85,3.36,1.78
2018-12-02,2018,Sport,Santos,2,1,1.61,3.7,5.75
2018-12-02,2018,Gremio,Corinthians,1,0,1.31,4.81,10.64
2018-12-02,2018,Chapecoense,Sao Paulo,1,0,2.26,3.11,3.31
2018-12-02,2018,Ceara,Vasco,0,0,2.33,2.9,3.43
2018-12-02,2018,Bahia,Cruzeiro,0,0,1.92,3.41,4.02
2018-12-02,2018,Fluminense,America-MG,1,0,2.16,3.16,3.53
2019-04-27,2019,Sao Paulo,Botafogo,2,0,1.74,3.37,5.14
2019-04-27,2019,Atletico-MG,Avai,2,1,1.53,3.9,6.34
2019-04-27,2019,Chapecoense,Internacional,2,0,2.94,2.94,2.59
2019-04-28,2019,Palmeiras,Fortaleza,4,0,1.36,4.66,8.53
2019-04-28,2019,Fluminense,Goias,0,1,1.75,3.49,4.75
2019-04-28,2019,Ceara,CSA,4,0,1.84,3.32,4.49
2019-04-28,2019,Bahia,Corinthians,3,2,2.23,3.06,3.44
2019-04-28,2019,Atletico-PR,Vasco,4,1,1.46,4.02,7.31
2019-04-28,2019,Gremio,Santos,1,2,1.71,3.41,5.31
2019-04-28,2019,Flamengo,Cruzeiro,3,1,2.21,3.12,3.4
2019-05-01,2019,Corinthians,Chapecoense,1,0,1.62,3.42,6.38
2019-05-01,2019,CSA,Palmeiras,1,1,6.88,3.85,1.51
2019-05-01,2019,Internacional,Flamengo,2,1,2.33,3.09,3.17
2019-05-01,2019,Avai,Gremio,1,1,3.72,3.11,2.1
2019-05-01,2019,Cruzeiro,Ceara,1,0,1.46,3.97,7.58
2019-05-02,2019,Santos,Fluminense,2,1,1.61,3.69,5.64
2019-05-02,2019,Vasco,Atletico-MG,1,2,3.15,3.17,2.3
2019-05-02,2019,Fortaleza,Atletico-PR,2,1,3.42,3.09,2.21
2019-05-02,2019,Goias,Sao Paulo,1,2,3.03,2.98,2.49
2019-05-03,2019,Botafogo,Bahia,3,2,2.27,3.0,3.42
2019-05-04,2019,Palmeiras,Internacional,1,0,1.6,3.7,5.78
2019-05-04,2019,Vasco,Corinthians,1,1,3.1,3.06,2.39
2019-05-05,2019,CSA,Santos,0,0,4.57,3.37,1.81
2019-05-05,2019,Ceara,Atletico-MG,1,2,2.31,3.12,3.17
2019-05-05,2019,Chapecoense,Atletico-PR,1,1,2.49,2.96,3.04
2019-05-05,2019,Botafogo,Fortaleza,1,0,1.71,3.68,4.74
2019-05-05,2019,Cruzeiro,Goias,2,1,1.38,4.36,8.71
2019-05-05,2019,Sao Paulo,Flamengo,1,1,1.99,3.28,3.85
2019-05-05,2019,Bahia,Avai,1,0,1.6,3.68,5.87
2019-05-05,2019,Gremio,Fluminense,4,5,1.51,3.85,6.79
2019-05-11,2019,Fluminense,Botafogo,0,1,1.98,3.26,3.91
2019-05-11,2019,Corinthians,Gremio,0,0,2.87,2.89,2.67
2019-05-12,2019,Atletico-PR,Bahia,1,0,1.8,3.39,4.59
2019-05-12,2019,Fortaleza,Sao Paulo,0,1,2.86,3.03,2.58
2019-05-12,2019,Santos,Vasco,3,0,1.4,4.52,7.44
2019-05-12,2019,Avai,CSA,0,0,1.69,3.5,5.28
2019-05-12,2019,Atletico-MG,Palmeiras,0,2,3.12,2.99,2.42
2019-05-12,2019,Goias,Ceara,2,1,2.12,3.08,3.69
2019-05-12,2019,Internacional,Cruzeiro,3,1,2.02,3.12,3.98
2019-05-12,2019,Flamengo,Chapecoense,2,1,1.41,4.23,7.98
2019-05-18,2019,Fluminense,Cruzeiro,4,1,2.59,2.98,2.91
2019-05-18,2019,Atletico-MG,Flamengo,2,1,2.84,3.14,2.52
2019-05-18,2019,Palmeiras,Santos,4,0,1.67,3.58,5.32
2019-05-19,2019,Ceara,Gremio,2,1,2.94,2.98,2.56
2019-05-19,2019,Vasco,Avai,1,1,1.7,3.55,5.15
2019-05-19,2019,Goias,Botafogo,1,0,2.19,3.14,3.44
2019-05-19,2019,Internacional,CSA,2,0,1.23,5.62,14.01
2019-05-19,2019,Atletico-PR,Corinthians,0,2,2.29,2.95,3.43
2019-05-19,2019,Sao Paulo,Bahia,0,0,1.76,3.4,4.91
2019-05-19,2019,Chapecoense,Fortaleza,1,3,2.31,2.97,3.37
2019-05-25,2019,Botafogo,Palmeiras,0,1,8.15,4.13,1.42
2019-05-25,2019,Gremio,Atletico-MG,1,0,1.61,3.76,5.57
2019-05-26,2019,Fortaleza,Vasco,1,1,1.88,3.33,4.21
2019-05-26,2019,Flamengo,Atletico-PR,3,2,1.4,4.35,8.08
2019-05-26,2019,Santos,Internacional,0,0,1.82,3.46,4.38
2019-05-26,2019,Bahia,Fluminense,3,2,1.89,3.27,4.29
2019-05-26,2019,Corinthians,Sao Paulo,1,0,2.36,2.76,3.56
2019-05-26,2019,Cruzeiro,Chapecoense,1,2,1.39,4.22,9.06
2019-05-28,2019,CSA,Goias,1,0,2.64,2.89,2.92
2019-05-28,2019,Avai,Ceara,1,2,2.49,2.88,3.14
2019-06-01,2019,Flamengo,Fortaleza,2,0,1.41,4.4,7.63
2019-06-01,2019,Bahia,Gremio,1,0,2.4,2.92,3.23
2019-06-02,2019,Botafogo,Vasco,1,0,2.24,3.13,3.3
2019-06-02,2019,Atletico-PR,Fluminense,3,0,1.64,3.76,5.23
2019-06-02,2019,Ceara,Santos,0,1,2.69,3.13,2.65
2019-06-02,2019,Sao Paulo,Cruzeiro,1,1,2.26,2.93,3.52
2019-06-02,2019,Atletico-MG,CSA,4,0,1.42,4.28,7.77
2019-06-02,2019,Chapecoense,Palmeiras,1,2,5.92,3.49,1.63
2019-06-02,2019,Internacional,Avai,2,0,1.43,4.14,7.95
2019-06-08,2019,Ceara,Bahia,0,0,2.52,2.88,3.09
2019-06-08,2019,Gremio,Fortaleza,1,0,1.45,4.08,7.56
2019-06-08,2019,Palmeiras,Atletico-PR,1,0,1.55,3.77,6.35
2019-06-08,2019,Vasco,Internacional,2,1,3.0,3.04,2.46
2019-06-08,2019,Cruzeiro,Corinthians,0,0,1.88,3.16,4.58
2019-06-09,2019,Avai,Sao Paulo,0,0,2.99,2.82,2.67
2019-06-09,2019,CSA,Botafogo,1,2,2.98,2.91,2.57
2019-06-09,2019,Fluminense,Flamengo,0,0,4.57,3.56,1.77
2019-06-09,2019,Santos,Atletico-MG,3,1,1.73,3.67,4.65
2019-06-11,2019,Goias,Chapecoense,3,1,1.85,3.28,4.53
2019-06-12,2019,Botafogo,Gremio,0,1,3.01,2.98,2.5
2019-06-13,2019,Santos,Corinthians,1,0,1.68,3.48,5.41
2019-06-13,2019,Internacional,Bahia,3,1,1.74,3.34,5.18
2019-06-13,2019,Vasco,Ceara,1,0,2.22,3.08,3.44
2019-06-13,2019,Fortaleza,Cruzeiro,2,1,3.2,2.96,2.41
2019-06-13,2019,CSA,Flamengo,0,2,11.74,5.64,1.24
2019-06-14,2019,Goias,Atletico-PR,2,1,2.86,3.1,2.53
2019-06-14,2019,Palmeiras,Avai,2,0,1.24,5.35,14.04
2019-06-14,2019,Atletico-MG,Sao Paulo,1,1,1.94,3.23,4.15
2019-06-14,2019,Chapecoense,Fluminense,1,1,2.7,2.96,2.79
2019-07-13,2019,Fortaleza,Avai,2,0,1.96,3.09,4.34
2019-07-13,2019,Gremio,Vasco,2,1,1.58,3.74,6.07
2019-07-13,2019,Bahia,Santos,0,1,2.71,3.06,2.7
2019-07-13,2019,Sao Paulo,Palmeiras,1,1,3.67,2.82,2.28
2019-07-14,2019,Chapecoense,Atletico-MG,1,2,2.42,3.1,3.04
2019-07-14,2019,Cruzeiro,Botafogo,0,0,1.66,3.6,5.45
2019-07-14,2019,Corinthians,CSA,1,0,1.36,4.28,10.09
2019-07-14,2019,Atletico-PR,Internacional,1,0,1.63,3.64,5.75
2019-07-14,2019,Flamengo,Goias,6,1,1.23,5.89,11.76
2019-07-16,2019,Fluminense,Ceara,1,1,1.66,3.52,5.55
2019-07-20,2019,Vasco,Fluminense,2,1,2.34,3.18,3.1
2019-07-20,2019,Bahia,Cruzeiro,0,0,1.67,3.58,5.39
2019-07-20,2019,Ceara,Palmeiras,2,0,4.84,3.27,1.81
2019-07-20,2019,CSA,Atletico-PR,0,4,3.34,3.23,2.19
2019-07-20,2019,Internacional,Gremio,1,1,2.22,2.91,3.67
2019-07-21,2019,Corinthians,Flamengo,1,1,2.94,2.9,2.68
2019-07-21,2019,Avai,Goias,0,0,2.01,3.14,4.04
2019-07-21,2019,Botafogo,Santos,0,1,3.41,3.05,2.25
2019-07-21,2019,Atletico-MG,Fortaleza,2,2,1.5,4.12,6.29
2019-07-23,2019,Sao Paulo,Chapecoense,4,0,1.51,3.83,7.07
2019-07-27,2019,Palmeiras,Vasco,1,1,1.47,3.99,7.38
2019-07-27,2019,Cruzeiro,Atletico-PR,0,2,3.29,3.07,2.31
2019-07-27,2019,Fluminense,Sao Paulo,1,2,2.43,3.06,3.04
2019-07-27,2019,Internacional,Ceara,1,0,1.94,3.18,4.26
2019-07-28,2019,Goias,Atletico-MG,0,0,2.83,3.31,2.43
2019-07-28,2019,Santos,Avai,3,1,1.29,4.96,11.28
2019-07-28,2019,Fortaleza,Corinthians,1,3,2.48,2.84,3.22
2019-07-28,2019,Chapecoense,Bahia,0,0,2.71,2.93,2.81
2019-07-28,2019,Flamengo,Botafogo,3,2,1.37,4.58,8.37
2019-07-30,2019,CSA,Gremio,0,0,5.65,3.47,1.67
2019-08-03,2019,Ceara,Fortaleza,2,1,2.25,2.99,3.47
2019-08-03,2019,Fluminense,Internacional,2,1,1.9,3.34,4.19
2019-08-04,2019,Vasco,CSA,0,0,1.57,3.72,6.19
2019-08-04,2019,Santos,Goias,6,1,1.24,5.85,11.49
2019-08-04,2019,Avai,Botafogo,0,2,2.24,2.96,3.52
2019-08-04,2019,Bahia,Flamengo,3,0,2.81,3.14,2.54
2019-08-04,2019,Atletico-MG,Cruzeiro,2,0,2.04,3.24,3.73
2019-08-04,2019,Corinthians,Palmeiras,1,1,3.48,2.77,2.39
2019-08-06,2019,Gremio,Chapecoense,3,3,1.28,5.09,11.47
2019-08-07,2019,Corinthians,Goias,2,0,1.5,3.85,7.2
2019-08-10,2019,Ceara,Chapecoense,4,1,1.63,3.67,5.64
2019-08-10,2019,Sao Paulo,Santos,3,2,2.54,2.96,2.98
2019-08-10,2019,Flamengo,Gremio,3,1,1.56,3.75,6.21
2019-08-11,2019,Atletico-MG,Fluminense,2,1,1.8,3.6,4.29
2019-08-11,2019,Internacional,Corinthians,0,0,1.91,3.1,4.56
2019-08-11,2019,Avai,Cruzeiro,2,2,3.13,2.94,2.45
2019-08-11,2019,Botafogo,Atletico-PR,2,1,2.09,3.28,3.55
2019-08-11,2019,Palmeiras,Bahia,2,2,1.37,4.38,9.27
2019-08-11,2019,Goias,Vasco,0,1,2.15,3.18,3.49
2019-08-13,2019,CSA,Fortaleza,0,2,2.82,2.94,2.68
2019-08-17,2019,Corinthians,Botafogo,2,0,1.59,3.51,6.58
2019-08-17,2019,Fortaleza,Internacional,0,1,2.18,3.14,3.47
2019-08-17,2019,Atletico-PR,Atletico-MG,1,0,1.84,3.54,4.17
2019-08-17,2019,Vasco,Flamengo,1,4,5.74,3.68,1.62
2019-08-18,2019,Gremio,Palmeiras,1,1,2.74,2.98,2.74
2019-08-18,2019,Bahia,Goias,1,1,1.46,4.2,7.09
2019-08-18,2019,Cruzeiro,Santos,2,0,2.71,3.05,2.71
2019-08-18,2019,Fluminense,CSA,0,1,1.31,4.9,10.4
2019-08-18,2019,Sao Paulo,Ceara,1,0,1.63,3.52,5.93
2019-08-18,2019,Chapecoense,Avai,1,0,2.07,3.02,3.97
2019-08-21,2019,Atletico-PR,Sao Paulo,0,1,2.0,3.14,4.06
2019-08-24,2019,Atletico-MG,Bahia,0,1,2.06,3.16,3.81
2019-08-24,2019,Gremio,Atletico-PR,2,1,2.22,3.13,3.4
2019-08-25,2019,Goias,Internacional,2,1,2.52,3.07,2.94
2019-08-25,2019,Santos,Fortaleza,3,3,1.32,4.98,9.68
2019-08-25,2019,Vasco,Sao Paulo,2,0,2.91,2.94,2.63
2019-08-25,2019,Avai,Corinthians,1,1,2.75,2.8,2.9
2019-08-25,2019,Ceara,Flamengo,0,3,3.14,3.19,2.31
2019-08-25,2019,CSA,Cruzeiro,1,1,4.39,3.25,1.9
2019-08-27,2019,Botafogo,Chapecoense,0,0,1.75,3.43,4.95
2019-08-31,2019,Chapecoense,Santos,0,1,4.01,3.42,1.92
2019-08-31,2019,Atletico-PR,Ceara,1,0,1.44,4.2,7.61
2019-08-31,2019,Bahia,CSA,1,0,1.32,4.53,11.32
2019-08-31,2019,Sao Paulo,Gremio,0,0,1.98,3.19,4.03
2019-09-01,2019,Internacional,Botafogo,3,2,1.56,3.7,6.5
2019-09-01,2019,Flamengo,Palmeiras,3,0,2.17,3.12,3.51
2019-09-01,2019,Fortaleza,Goias,2,0,1.83,3.38,4.48
2019-09-01,2019,Corinthians,Atletico-MG,1,0,2.14,2.96,3.85
2019-09-01,2019,Cruzeiro,Vasco,1,0,1.75,3.48,4.87
2019-09-03,2019,Fluminense,Avai,0,1,1.53,3.87,6.5
2019-09-07,2019,Internacional,Sao Paulo,1,0,2.47,2.96,3.1
2019-09-07,2019,Avai,Flamengo,0,3,7.75,4.27,1.43
2019-09-07,2019,Fortaleza,Fluminense,0,1,2.2,3.2,3.35
2019-09-07,2019,Vasco,Bahia,0,2,2.19,3.05,3.54
2019-09-07,2019,Corinthians,Ceara,2,2,1.69,3.34,5.78
2019-09-08,2019,Goias,Palmeiras,1,2,5.53,3.51,1.67
2019-09-08,2019,Cruzeiro,Gremio,1,4,2.48,3.0,3.03
2019-09-08,2019,Botafogo,Atletico-MG,2,1,3.33,3.21,2.2
2019-09-08,2019,Santos,Atletico-PR,1,1,1.45,4.38,6.78
2019-09-08,2019,CSA,Chapecoense,2,0,2.58,2.9,3.01
2019-09-11,2019,Palmeiras,Fluminense,3,0,1.34,4.83,8.88
2019-09-14,2019,Flamengo,Santos,1,0,1.57,3.87,5.86
2019-09-14,2019,Chapecoense,Vasco,1,2,2.73,2.88,2.83
2019-09-14,2019,Palmeiras,Cruzeiro,1,0,1.32,4.87,9.78
2019-09-15,2019,Sao Paulo,CSA,1,1,1.26,5.05,12.82
2019-09-15,2019,Gremio,Goias,3,0,1.26,5.51,11.49
2019-09-15,2019,Fluminense,Corinthians,1,0,3.12,2.96,2.45
2019-09-15,2019,Ceara,Botafogo,0,0,1.68,3.54,5.33
2019-09-15,2019,Atletico-MG,Internacional,1,3,1.65,3.66,5.4
2019-09-15,2019,Atletico-PR,Avai,0,1,1.71,3.59,5.0
2019-09-15,2019,Bahia,Fortaleza,1,1,1.59,3.7,6.0
2019-09-21,2019,Botafogo,Sao Paulo,1,2,3.7,3.13,2.1
2019-09-21,2019,Cruzeiro,Flamengo,1,2,3.75,3.36,1.99
2019-09-21,2019,Corinthians,Bahia,2,1,1.95,3.02,4.53
2019-09-22,2019,Vasco,Atletico-PR,1,1,2.09,3.24,3.58
2019-09-22,2019,Goias,Fluminense,3,0,2.82,3.26,2.47
2019-09-22,2019,Fortaleza,Palmeiras,0,1,4.54,3.35,1.83
2019-09-22,2019,Santos,Gremio,0,3,2.0,3.33,3.79
2019-09-22,2019,Internacional,Chapecoense,1,0,1.41,4.18,8.5
2019-09-22,2019,CSA,Ceara,1,0,3.06,2.97,2.48
2019-09-24,2019,Avai,Atletico-MG,1,0,2.56,3.06,2.87
2019-09-25,2019,Ceara,Cruzeiro,0,0,2.17,3.04,3.64
2019-09-26,2019,Bahia,Botafogo,2,0,1.6,3.69,5.86
2019-09-26,2019,Flamengo,Internacional,3,1,1.57,3.83,5.95
2019-09-26,2019,Sao Paulo,Goias,0,1,1.34,4.65,9.71
2019-09-26,2019,Palmeiras,CSA,6,2,1.18,6.5,15.63
2019-09-27,2019,Atletico-PR,Fortaleza,4,1,1.44,4.39,6.9
2019-09-27,2019,Gremio,Avai,6,1,1.32,4.64,10.63
2019-09-27,2019,Fluminense,Santos,1,1,2.61,3.19,2.71
2019-09-28,2019,Flamengo,Sao Paulo,0,0,1.61,3.66,5.79
2019-09-29,2019,Atletico-MG,Ceara,2,1,1.58,3.82,5.81
2019-09-29,2019,Corinthians,Vasco,1,0,1.79,3.3,4.92
2019-09-29,2019,Fluminense,Gremio,2,1,2.22,3.24,3.23
2019-09-29,2019,Internacional,Palmeiras,1,1,3.17,2.94,2.44
2019-09-29,2019,Atletico-PR,Chapecoense,1,1,1.27,5.36,10.82
2019-09-29,2019,Santos,CSA,2,0,1.19,6.42,14.74
2019-10-01,2019,Goias,Cruzeiro,1,0,2.92,2.97,2.58
2019-10-01,2019,Avai,Bahia,0,2,3.08,2.88,2.53
2019-10-01,2019,Fortaleza,Botafogo,1,0,1.8,3.51,4.47
2019-10-02,2019,Atletico-MG,Vasco,1,2,1.77,3.47,4.72
2019-10-02,2019,Chapecoense,Corinthians,0,1,3.99,2.99,2.07
2019-10-05,2019,Sao Paulo,Fortaleza,2,1,1.46,4.17,7.14
2019-10-05,2019,Vasco,Santos,0,1,2.51,3.11,2.9
2019-10-05,2019,Bahia,Atletico-PR,1,2,2.14,3.19,3.54
2019-10-05,2019,Gremio,Corinthians,0,0,1.73,3.35,5.23
2019-10-06,2019,CSA,Avai,3,1,2.44,2.85,3.28
2019-10-06,2019,Palmeiras,Atletico-MG,1,1,1.4,4.35,8.2
2019-10-06,2019,Ceara,Goias,0,1,1.62,3.67,5.8
2019-10-06,2019,Botafogo,Fluminense,0,1,2.97,3.04,2.5
2019-10-06,2019,Chapecoense,Flamengo,0,1,5.94,3.78,1.58
