rodada,name,team,apps,mins,xG,xg90,goal,shots
22,Robert Renan,Vasco da Gama,22,1980,0.867,0.0394,1,8.0
22,Renan Lodi,Atletico MG,20,1786,1.704,0.0858,0,33.0
22,Bruno Gomes,Internacional,22,1797,0.597,0.0299,0,15.0
22,Ruan Tressoldi,Atletico MG,19,1691,1.512,0.0805,2,10.0
22,Gabriel Baralhas,Vitoria,18,1537,1.555,0.0911,2,22.0
22,Vitinho,Botafogo RJ,20,1595,0.386,0.0218,0,8.0
22,Ignácio,Fluminense,11,770,1.002,0.1171,2,11.0
22,Duplexe Tchamba,Remo,14,1256,0.216,0.0154,0,4.0
22,Breno Lopes,Coritiba,20,1401,5.247,0.337,8,21.0
22,Reinaldo,Mirassol,19,1601,1.553,0.0873,1,25.0
22,Jonathan Calleri,Sao Paulo,20,1673,9.109,0.49,7,45.0
22,Luiz Araújo,Flamengo,12,423,1.576,0.3354,2,11.0
22,Álvaro Barreal,Santos FC,19,1264,2.444,0.174,4,37.0
22,Josué,Coritiba,21,1581,1.553,0.0884,1,20.0
22,Luciano,Sao Paulo,18,1330,5.75,0.3891,6,39.0
22,Gastón Benavídez,Athletico Paranaense,19,1629,0.959,0.053,0,8.0
22,Alix,Red Bull Bragantino,18,1427,0.458,0.0289,0,9.0
22,Martinelli,Fluminense,16,1281,0.512,0.036,0,15.0
22,Gustavo Martins,Gremio,15,1209,1.591,0.1184,0,10.0
22,Luan Cândido,Vitoria,15,1175,1.067,0.0818,0,9.0
22,William,Cruzeiro,11,646,0.181,0.0253,0,6.0
22,Nathan Mendes,Vitoria,13,1064,0.141,0.0119,0,2.0
22,Erick,Vitoria,21,1532,1.814,0.1066,2,26.0
22,Fabrício Bruno,Cruzeiro,20,1763,0.537,0.0274,0,13.0
22,Ángelo Preciado,Atletico MG,10,641,0.161,0.0227,0,4.0
22,Jemmes,Fluminense,17,1353,0.273,0.0182,0,4.0
22,Lucas Ramon,Sao Paulo,16,1330,0.277,0.0188,0,8.0
22,Rodrigo Nestor,Bahia,16,891,1.901,0.192,1,30.0
22,Johan Carbonero,Internacional,21,1485,5.154,0.3124,5,48.0
22,Ramón Sosa,Palmeiras,19,961,1.393,0.1304,4,22.0
22,Pedro Henrique,Red Bull Bragantino,15,1049,1.375,0.1179,1,6.0
22,Luiz Gustavo,Athletico Paranaense,17,1341,2.929,0.1966,2,20.0
22,Matheus Martins,Botafogo RJ,20,1126,3.44,0.275,4,37.0
22,Félix Torres,Internacional,16,1197,2.524,0.1898,1,11.0
22,Alef Manga,Remo,22,1624,4.897,0.2714,5,40.0
22,Álvaro Montoro,Botafogo RJ,19,1272,1.23,0.087,0,19.0
22,Gerson,Cruzeiro,21,1545,1.065,0.062,0,18.0
22,Ferreira,Sao Paulo,17,663,2.243,0.3045,4,25.0
22,Adson,Vasco da Gama,11,603,0.686,0.1024,0,18.0
22,Alex Telles,Botafogo RJ,20,1588,1.948,0.1104,3,13.0
22,João Victor,Mirassol,22,1980,2.12,0.0964,2,11.0
22,Lucas Romero,Cruzeiro,16,1190,0.509,0.0385,1,11.0
22,Ramon,Vitoria,19,1618,0.638,0.0355,2,11.0
22,Renê,Vitoria,16,1073,4.906,0.4115,5,37.0
22,Igor Vinícius,Santos FC,16,1394,0.145,0.0093,0,4.0
22,Vitinho,Internacional,21,1551,2.431,0.1411,1,35.0
22,Yuri Alberto,Corinthians,17,1424,4.805,0.3037,3,36.0
22,Alan Patrick,Internacional,17,1146,2.531,0.1988,3,23.0
22,Jorginho,Flamengo,16,1233,1.713,0.125,2,6.0
22,Santiago Ramos Mingo,Bahia,21,1846,0.507,0.0247,0,9.0
22,Nonato,Fluminense,10,578,0.981,0.1528,1,4.0
22,Carlos Vinícius,Gremio,21,1737,7.423,0.3846,10,41.0
22,Fernando,Red Bull Bragantino,10,350,1.926,0.4953,2,13.0
22,Cauan Barros,Vasco da Gama,18,1293,1.849,0.1287,3,18.0
22,Gabriel Justino,Botafogo RJ,11,677,0.202,0.0268,1,3.0
22,Cristian Olivera,Bahia,16,961,2.054,0.1924,1,22.0
22,Mauricio,Palmeiras,20,1222,4.188,0.3085,5,34.0
22,Arthur Dias,Athletico Paranaense,21,1810,0.193,0.0096,0,5.0
22,Natanael,Atletico MG,13,1054,0.316,0.027,0,8.0
22,Paulo Henrique,Vasco da Gama,14,960,0.2,0.0187,0,5.0
22,Steven Mendoza,Athletico Paranaense,23,1870,2.282,0.1098,5,31.0
22,Ayrton Lucas,Flamengo,12,650,0.367,0.0508,0,8.0
22,Vitor Bueno,Remo,15,839,2.013,0.2159,2,15.0
22,Everaldo,Bahia,15,633,2.541,0.3614,4,19.0
22,Júnior Alonso,Atletico MG,10,900,0.214,0.0214,0,5.0
22,Vitor Roque,Palmeiras,11,400,3.082,0.6935,3,17.0
22,Kaio Jorge,Cruzeiro,17,1260,6.481,0.4629,6,34.0
22,Gabriel Mercado,Internacional,13,1117,0.79,0.0636,1,6.0
22,Erick Noriega,Gremio,16,1199,0.796,0.0598,1,8.0
22,Walter Clar,Chapecoense AF,10,767,2.533,0.2973,3,10.0
22,Bernard,Atletico MG,19,1016,2.41,0.2135,2,13.0
22,Hulk,Atletico MG,12,912,2.343,0.2312,1,25.0
22,Juan Pablo Freytes,Fluminense,18,1539,0.804,0.047,0,14.0
22,Gabriel Barbosa,Santos FC,15,1056,6.516,0.5554,8,38.0
22,Breno Bidon,Corinthians,21,1447,1.682,0.1046,2,15.0
22,Pedro Rocha,Coritiba,22,1732,6.215,0.3229,5,41.0
22,Cacá,Vitoria,17,1433,0.805,0.0506,1,7.0
22,Alan Minda,Atletico MG,12,437,1.944,0.4003,2,12.0
22,Viery,Gremio,13,1169,0.497,0.0382,1,6.0
22,Camilo,Chapecoense AF,19,1595,0.409,0.0231,0,16.0
22,Guga,Fluminense,14,937,0.063,0.0061,0,3.0
22,Lucas Veríssimo,Santos FC,13,1170,1.677,0.129,0,8.0
22,Emiliano Martínez,Palmeiras,11,440,0.065,0.0133,0,4.0
22,Giovanni Augusto,Chapecoense AF,15,791,0.32,0.0364,1,8.0
22,Gustavinho,Red Bull Bragantino,14,630,0.84,0.12,1,9.0
22,Erick,Bahia,17,1046,2.486,0.2139,2,15.0
22,João Schmidt,Santos FC,12,790,0.423,0.0482,0,6.0
22,Jean Lucas,Bahia,20,1492,1.451,0.0875,2,22.0
22,Gabriel Taliari,Remo,10,649,3.18,0.441,4,18.0
22,José Hurtado,Red Bull Bragantino,15,1129,0.655,0.0522,1,15.0
22,José Aldo,Mirassol,17,1208,0.493,0.0368,0,14.0
22,Alesson,Mirassol,20,1309,2.703,0.1858,0,29.0
22,Samuel Xavier,Fluminense,14,1149,0.217,0.017,0,6.0
22,Kevin Serna,Fluminense,22,1215,3.322,0.2461,2,26.0
22,Leozinho,Athletico Paranaense,10,427,3.416,0.7199,3,20.0
22,Matheus Bahia,Internacional,14,951,0.314,0.0297,0,6.0
22,Gabriel Menino,Santos FC,11,553,0.505,0.0821,1,15.0
22,Agustín Giay,Palmeiras,18,1169,0.234,0.018,0,5.0
22,Arthur,Palmeiras,15,859,0.283,0.0297,0,8.0
22,Keny Arroyo,Cruzeiro,19,1077,1.672,0.1397,2,37.0
22,Denilson,Mirassol,15,863,0.277,0.0289,1,6.0
22,Damián Bobadilla,Sao Paulo,16,1161,1.311,0.1016,0,15.0
22,Victor Gabriel,Internacional,16,1189,0.264,0.02,0,5.0
22,Matheuzinho,Vitoria,21,1298,3.578,0.2481,3,29.0
22,Tiago Cóser,Coritiba,20,1360,1.204,0.0797,3,7.0
22,Bruno Melo,Coritiba,21,1637,0.88,0.0484,1,10.0
22,Caíque Gonçalves,Vitoria,19,1460,0.024,0.0015,0,2.0
22,Jamerson,Vitoria,12,685,0.198,0.026,0,5.0
22,Marcelinho,Remo,18,1445,1.26,0.0785,2,19.0
22,Alex Sandro,Flamengo,16,1245,0.073,0.0053,0,2.0
22,Tetê,Gremio,17,842,2.065,0.2207,2,27.0
22,Willian Arão,Santos FC,17,958,0.428,0.0402,1,3.0
22,Danielzinho,Sao Paulo,19,1435,0.955,0.0599,1,9.0
22,Reinier,Atletico MG,16,692,2.916,0.3793,2,18.0
22,Rodrigo Castillo,Fluminense,13,588,2.633,0.4031,3,19.0
22,Léo Derik,Athletico Paranaense,11,550,0.05,0.0082,0,3.0
22,Zé Welison,Remo,18,1140,0.26,0.0205,0,11.0
22,Maycon,Atletico MG,14,1065,1.887,0.1595,2,10.0
22,Rodrigo Villagra,Internacional,16,1308,0.223,0.0153,0,9.0
22,Gabriel Bontempo,Santos FC,19,1267,1.548,0.11,0,12.0
22,Bruno Pacheco,Chapecoense AF,14,936,0.097,0.0093,0,3.0
22,João Cruz,Athletico Paranaense,17,657,1.104,0.1513,0,19.0
22,Alan Franco,Sao Paulo,13,1077,0.501,0.0419,0,4.0
22,Erick Pulga,Bahia,22,1595,1.472,0.083,0,24.0
22,Jája Silva,Remo,18,1162,4.32,0.3346,6,33.0
22,Johan Rojas,Vasco da Gama,18,846,2.143,0.228,0,34.0
22,Higor Meritão,Chapecoense AF,11,618,1.885,0.2744,1,11.0
22,Cristian Medina,Botafogo RJ,16,1291,2.929,0.2042,1,22.0
22,Ênio,Chapecoense AF,13,774,0.638,0.0742,1,17.0
22,Fágner,Cruzeiro,16,1057,0.137,0.0116,0,5.0
22,Kauã Moraes,Cruzeiro,10,456,1.084,0.214,2,5.0
22,Pedro Gabriel,Gremio,12,838,0.135,0.0145,0,6.0
22,Benjamín Rollheiser,Santos FC,18,647,2.636,0.3667,3,18.0
22,Enzo Díaz,Sao Paulo,13,929,0.217,0.0211,0,11.0
22,Guilherme Arana,Fluminense,14,822,0.918,0.1005,1,14.0
22,Patrick,Remo,19,1226,1.189,0.0873,0,16.0
22,Hércules,Fluminense,21,1232,1.95,0.1425,3,29.0
22,Mayk,Remo,14,1247,0.047,0.0034,0,3.0
22,Everton,Flamengo,10,377,0.789,0.1883,1,12.0
22,Leonel Pérez,Gremio,12,717,0.392,0.0492,0,7.0
22,Marcos Antônio,Sao Paulo,16,1248,1.958,0.1412,0,15.0
22,Alan Saldivia,Vasco da Gama,11,945,0.782,0.0745,0,9.0
22,Jádson,Athletico Paranaense,17,1125,0.436,0.0349,0,3.0
22,Isidro Pitta,Red Bull Bragantino,20,1349,6.668,0.4448,5,41.0
22,Leonel Picco,Remo,19,909,1.207,0.1195,2,10.0
22,Emmanuel Martínez,Vitoria,19,1434,1.01,0.0634,0,9.0
22,Carlos Terán,Athletico Paranaense,15,990,0.747,0.0679,0,7.0
22,Rodriguinho,Red Bull Bragantino,12,567,1.181,0.1875,2,15.0
22,Diego Tarzia,Vitoria,18,625,1.764,0.2541,2,22.0
22,Luan Peres,Santos FC,17,1313,0.639,0.0438,1,4.0
22,Felipe Anderson,Palmeiras,16,421,0.38,0.0813,2,12.0
22,Bruno Henrique,Flamengo,16,538,1.305,0.2183,1,13.0
22,José Herrera,Red Bull Bragantino,17,939,0.935,0.0896,1,23.0
22,Khellven,Palmeiras,15,802,0.106,0.0119,0,4.0
22,Christian Oliva,Santos FC,16,979,0.252,0.0231,0,7.0
22,Marllon,Remo,21,1890,0.635,0.0303,1,7.0
22,Wendell,Sao Paulo,16,1115,0.192,0.0155,0,6.0
22,Tomás Pérez,Atletico MG,12,790,0.356,0.0405,0,4.0
22,Willian José,Bahia,21,1132,5.954,0.4734,3,21.0
22,Alan Franco,Atletico MG,17,1457,0.87,0.0537,0,5.0
22,Doma,Chapecoense AF,20,1734,0.918,0.0476,1,12.0
22,Arthur,Gremio,10,810,0.091,0.0101,0,3.0
22,Julimar,Athletico Paranaense,13,730,2.412,0.2973,3,15.0
22,Carlos Cuesta,Vasco da Gama,12,1036,0.322,0.028,0,4.0
22,Gabriel,Red Bull Bragantino,17,1274,0.549,0.0388,2,19.0
22,Edson Carioca,Mirassol,16,739,1.995,0.243,2,16.0
22,Jean Carlos,Chapecoense AF,17,652,1.483,0.2047,2,18.0
22,Sebastián Gómez,Coritiba,19,1491,0.519,0.0313,0,14.0
22,Ademir,Bahia,22,891,1.846,0.1865,1,25.0
22,Rafael Borré,Internacional,17,1038,5.738,0.4975,2,28.0
22,Braian Aguirre,Internacional,14,509,0.815,0.1441,1,12.0
22,Gabriel Brazão,Santos FC,20,1800,0.04,0.002,0,1.0
22,Nuno Moreira,Vasco da Gama,18,916,1.57,0.1543,1,20.0
22,Bruno Leonardo,Chapecoense AF,15,1311,0.132,0.0091,0,2.0
22,André,Corinthians,17,999,0.944,0.0851,3,15.0
22,Pablo Maia,Sao Paulo,14,846,0.369,0.0393,1,15.0
22,Renato Kayzer,Vitoria,16,774,3.438,0.3998,4,19.0
22,Joaquín Lavega,Coritiba,21,1095,2.531,0.208,5,20.0
22,João Vitor,Chapecoense AF,11,598,0.812,0.1222,0,19.0
22,Edenílson,Botafogo RJ,13,582,1.884,0.2914,3,11.0
22,Francis Amuzu,Gremio,20,1307,1.662,0.1144,1,32.0
22,Matheus Fernandes,Red Bull Bragantino,14,762,0.422,0.0499,0,13.0
22,André Carrillo,Corinthians,19,906,0.155,0.0154,0,5.0
22,Rony,Santos FC,18,974,1.529,0.1413,0,19.0
22,Mateo Ponte,Botafogo RJ,10,595,0.516,0.0781,0,2.0
22,David,Vasco da Gama,19,907,2.429,0.241,2,16.0
22,Cauly,Sao Paulo,13,586,1.225,0.1881,1,8.0
22,Zé Ricardo,Remo,20,1189,0.467,0.0353,0,14.0
22,Marcinho,Chapecoense AF,21,1153,1.723,0.1345,3,24.0
22,Maicon,Coritiba,14,1028,0.104,0.0091,0,1.0
22,Mateo Cassierra,Atletico MG,18,965,5.049,0.4709,2,25.0
22,Gabriel Mec,Gremio,16,716,1.954,0.2457,2,13.0
22,Thiago Santos,Coritiba,16,822,0.293,0.0321,0,5.0
22,João Pedro Chermont,Coritiba,13,753,0.203,0.0243,0,5.0
22,Wallisson,Coritiba,12,432,0.105,0.0218,0,3.0
22,Bruno Henrique,Internacional,19,1104,1.423,0.116,0,19.0
22,Lucas Villalba,Botafogo RJ,13,579,0.564,0.0876,1,7.0
22,Lucas Piton,Vasco da Gama,15,906,0.768,0.0763,0,7.0
22,Yeferson Soteldo,Fluminense,16,770,0.95,0.111,0,14.0
22,Vini Paulista,Coritiba,22,870,1.185,0.1226,0,11.0
22,Allan,Corinthians,18,917,0.582,0.0571,0,7.0
22,Evertton Araújo,Flamengo,18,963,0.809,0.0756,0,18.0
22,Thaciano,Santos FC,15,641,2.096,0.2942,2,15.0
22,Santiago Rodríguez,Botafogo RJ,14,557,0.044,0.0071,0,1.0
22,Vinicinho,Red Bull Bragantino,11,425,0.541,0.1146,0,7.0
22,Felipe Jonatan,Coritiba,15,643,0.268,0.0375,0,8.0
22,Kadir Barría,Botafogo RJ,11,286,1.879,0.5913,1,13.0
22,Gustavo Scarpa,Atletico MG,10,319,0.614,0.1731,1,14.0
22,José Enamorado,Gremio,18,867,1.101,0.1143,0,13.0
22,Hugo Moura,Vasco da Gama,11,583,0.412,0.0635,1,3.0
22,Paulinho Paula,Internacional,15,809,0.418,0.0466,0,10.0
22,Alerrandro,Internacional,20,919,6.88,0.6738,3,28.0
22,Néiser Villarreal,Cruzeiro,12,546,5.007,0.8253,3,20.0
22,Jordan Barrera,Botafogo RJ,12,396,1.343,0.3053,1,12.0
22,Bruno Rodrigues,Cruzeiro,14,498,1.099,0.1987,1,9.0
22,Dudu,Atletico MG,14,339,1.649,0.4379,2,13.0
22,Júnior Santos,Botafogo RJ,10,473,1.645,0.313,1,10.0
22,Neto Pessoa,Chapecoense AF,10,269,2.003,0.6701,2,14.0
22,Juan Nardoni,Gremio,15,1008,1.923,0.1717,1,13.0
22,Zakaria Labyad,Corinthians,11,225,0.301,0.1206,1,5.0
22,Gustavo Henrique,Santos FC,10,673,0.096,0.0129,0,2.0
22,Claudio Spinelli,Vasco da Gama,16,720,5.924,0.7404,1,36.0
22,Mateo Sanabria,Bahia,14,327,1.551,0.427,2,15.0
22,Willian Oliveira,Coritiba,10,475,0.294,0.0556,0,5.0
22,Dudu Kogitzki,Athletico Paranaense,16,675,1.101,0.1467,1,6.0
22,Tchê Tchê,Vasco da Gama,16,1021,1.901,0.1676,1,16.0
22,Yannick Bolasie,Chapecoense AF,17,1182,4.305,0.3278,1,30.0
22,Lucas Villalba,Cruzeiro,13,837,0.161,0.0173,0,4.0
22,Rafael Carvalheira,Chapecoense AF,14,897,0.77,0.0773,2,14.0
22,Shaylon,Mirassol,17,920,0.484,0.0474,1,12.0
22,Yago Pikachu,Remo,21,1226,1.369,0.1005,2,20.0
22,Eduardo,Mirassol,15,766,2.288,0.2688,2,16.0
22,Juan Portilla,Athletico Paranaense,17,901,0.241,0.0241,0,6.0
22,Eric Ramires,Red Bull Bragantino,15,574,0.713,0.1118,0,2.0
22,Allan,Botafogo RJ,10,465,0.104,0.0202,0,2.0
22,Marino Hinestroza,Vasco da Gama,11,308,0.135,0.0394,0,5.0
22,Marcos Vinícius,Chapecoense AF,10,580,0.958,0.1487,0,3.0
22,Caio Alexandre,Bahia,13,556,0.221,0.0357,0,3.0
22,Moisés,Santos FC,13,372,1.781,0.4308,2,9.0
22,Rubens,Chapecoense AF,10,249,0.122,0.0443,1,4.0
22,Mamady Cissé,Atletico MG,12,381,0.66,0.156,1,8.0
22,Ignacio Sosa,Red Bull Bragantino,14,406,0.287,0.0635,0,5.0
22,Thiago Maia,Internacional,10,137,0.03,0.0196,0,1.0
22,Everton,Chapecoense AF,18,1211,0.677,0.0503,0,10.0
22,Eduardo Sasha,Red Bull Bragantino,17,960,4.172,0.3911,1,22.0
22,Carlos Eduardo,Mirassol,13,578,1.613,0.2511,1,12.0
22,Pedro Raul,Corinthians,10,322,0.695,0.1941,1,7.0
22,Matheus Henrique,Cruzeiro,20,965,0.438,0.0408,0,9.0
22,Nathan Fogaça,Mirassol,11,350,3.839,0.9872,2,17.0
22,Ganso,Fluminense,14,470,0.592,0.1133,0,6.0
22,Wanderson,Cruzeiro,17,437,1.123,0.2312,2,15.0
22,Brenner,Vasco da Gama,15,630,3.674,0.5249,1,17.0
22,Bruno Zapelli,Athletico Paranaense,16,688,0.624,0.0817,0,10.0
22,Fabrício,Vitoria,10,207,0.814,0.3541,0,6.0
22,Facundo Bernal,Fluminense,10,552,0.309,0.0503,0,9.0
22,Neto Moura,Mirassol,13,762,0.446,0.0526,0,11.0
22,Lucas Evangelista,Palmeiras,19,425,0.638,0.1351,0,7.0
22,Dieguinho,Corinthians,11,198,0.23,0.1048,1,5.0
22,Italo,Chapecoense AF,15,718,1.265,0.1585,0,16.0
22,Nicolás de la Cruz,Flamengo,11,230,0.275,0.1076,0,4.0
22,Jesse Lingard,Corinthians,13,575,0.911,0.1427,0,7.0
22,Matheus Alexandre,Remo,11,257,0.038,0.0132,0,1.0
22,Matheus Pereira,Corinthians,15,563,0.192,0.0307,0,8.0
22,Lucas Silva,Cruzeiro,15,616,0.137,0.02,0,4.0
22,Marinho,Vitoria,10,221,0.591,0.2406,0,8.0
22,Jáderson,Remo,11,205,0.133,0.0584,0,3.0
22,Martin Braithwaite,Gremio,14,414,0.286,0.0621,0,4.0
22,André Luís,Mirassol,13,486,1.709,0.3165,1,5.0
22,Gonzalo Tapia,Sao Paulo,11,275,2.092,0.6846,0,8.0
22,Michel Araújo,Bahia,15,292,0.163,0.0503,0,6.0
22,Antonio Galeano,Mirassol,11,283,0.684,0.2174,0,8.0
22,Gabriel Poveda,Remo,11,154,0.141,0.0822,0,2.0
22,André Silva,Sao Paulo,14,352,0.41,0.105,0,5.0
