rodada,name,team,apps,mins,xG,xg90,goal,shots
21,John Kennedy,Fluminense,18,1129,6.997,0.5578,9,38.0
21,Sabino,Sao Paulo,16,1261,0.348,0.0249,1,7.0
21,Lucas Paquetá,Flamengo,12,820,2.135,0.2343,3,26.0
21,Alexander Barboza,Botafogo RJ,12,1044,0.756,0.0651,1,12.0
21,Alexandro Bernabéi,Internacional,18,1556,2.568,0.1485,4,42.0
21,Joaquín Piquerez,Palmeiras,9,720,0.25,0.0313,0,7.0
21,Léo Pereira,Flamengo,17,1447,1.562,0.0971,2,17.0
21,Jefferson Savarino,Fluminense,17,1112,3.413,0.2762,3,39.0
21,Tinga,Coritiba,14,1120,0.176,0.0141,0,6.0
21,Gustavo Gómez,Palmeiras,19,1656,2.307,0.1254,3,15.0
21,Giorgian de Arrascaeta,Flamengo,13,890,5.242,0.5301,3,30.0
21,Kevin Viveros,Athletico Paranaense,20,1783,14.302,0.7219,12,55.0
21,Kaiki,Cruzeiro,16,1418,1.035,0.0657,0,18.0
21,Agustín Canobbio,Fluminense,14,1078,3.779,0.3155,4,25.0
21,Emerson Royal,Flamengo,11,701,0.337,0.0432,0,3.0
21,Renê,Fluminense,14,1088,0.652,0.054,0,9.0
21,Artur,Sao Paulo,12,1038,2.095,0.1817,2,24.0
21,Victor Hugo,Atletico MG,17,1351,2.407,0.1603,4,20.0
21,Thiago Mendes,Vasco da Gama,17,1423,1.808,0.1143,4,14.0
21,Murilo,Palmeiras,18,1577,1.939,0.1106,1,11.0
21,Nicolás Acevedo,Bahia,19,1662,1.642,0.0889,0,23.0
21,Tiago Volpi,Red Bull Bragantino,13,1170,1.546,0.1189,2,2.0
21,Lucas Ronier,Coritiba,18,1412,2.135,0.1361,1,37.0
21,Gustavo Henrique,Corinthians,17,1530,1.1,0.0647,0,14.0
21,Gabriel Paulista,Corinthians,16,1440,0.495,0.0309,1,15.0
21,Tomás Cuello,Atletico MG,18,1302,4.158,0.2874,2,40.0
21,Guillermo Varela,Flamengo,15,1159,0.398,0.0309,0,4.0
21,Matheus Bidu,Corinthians,16,1374,0.573,0.0375,2,14.0
21,Rodrigo Garro,Corinthians,20,1333,1.731,0.1169,2,30.0
21,Gustavo Martins,Gremio,13,1073,1.481,0.1242,0,9.0
21,Juan Aguirre,Athletico Paranaense,17,1336,0.797,0.0537,1,9.0
21,Léo Ortiz,Flamengo,17,1353,0.179,0.0119,1,4.0
21,Marlon Freitas,Palmeiras,20,1713,0.61,0.032,2,12.0
21,Matheuzinho,Corinthians,17,1432,0.762,0.0479,1,11.0
21,Éverton Ribeiro,Bahia,17,1034,1.701,0.148,0,17.0
21,Christian,Cruzeiro,17,1258,2.271,0.1625,5,21.0
21,Raniele,Corinthians,18,1398,1.602,0.1031,1,15.0
21,Nahuel Ferraresi,Botafogo RJ,14,1099,0.729,0.0597,1,4.0
21,Jonathan Calleri,Sao Paulo,18,1506,8.576,0.5125,7,41.0
21,Reinaldo,Mirassol,17,1421,0.664,0.042,0,21.0
21,Gonzalo Escobar,Santos FC,14,1228,0.494,0.0362,0,9.0
21,Gustavo Marques,Red Bull Bragantino,18,1474,1.8,0.1099,0,12.0
21,Luciano,Sao Paulo,16,1162,5.178,0.401,6,31.0
21,Alix,Red Bull Bragantino,17,1337,0.356,0.0239,0,8.0
21,Gabriel Baralhas,Vitoria,18,1537,1.555,0.0911,2,22.0
21,Duplexe Tchamba,Remo,14,1256,0.216,0.0154,0,4.0
21,Renê,Vitoria,14,929,4.097,0.3969,5,32.0
21,Breno Lopes,Coritiba,18,1221,5.172,0.3812,8,19.0
21,Jacy,Coritiba,18,1374,0.713,0.0467,1,12.0
21,Robert Renan,Vasco da Gama,20,1800,0.727,0.0363,1,6.0
21,Vitor Roque,Palmeiras,9,322,2.495,0.6974,3,14.0
21,Bruno Gomes,Internacional,21,1707,0.597,0.0315,0,15.0
21,Ramón Sosa,Palmeiras,17,868,1.24,0.1286,4,20.0
21,Ruan Tressoldi,Atletico MG,17,1511,1.405,0.0837,2,8.0
21,Zé Vitor,Vitoria,13,826,0.403,0.0439,1,12.0
21,Gerson,Cruzeiro,19,1512,1.028,0.0612,0,17.0
21,Vitinho,Botafogo RJ,18,1415,0.234,0.0149,0,5.0
21,Johan Carbonero,Internacional,20,1397,5.133,0.3307,5,47.0
21,Martinelli,Fluminense,15,1191,0.449,0.0339,0,13.0
21,William,Cruzeiro,11,646,0.181,0.0253,0,6.0
21,João Victor,Mirassol,20,1800,1.611,0.0805,1,9.0
21,Nathan Mendes,Vitoria,13,1064,0.141,0.0119,0,2.0
21,Lucas Ramon,Sao Paulo,14,1150,0.252,0.0197,0,7.0
21,Fabrício Bruno,Cruzeiro,20,1763,0.537,0.0274,0,13.0
21,Álvaro Barreal,Santos FC,17,1112,2.095,0.1696,4,30.0
21,Josué,Coritiba,20,1544,1.514,0.0882,1,19.0
21,Renan Lodi,Atletico MG,19,1696,1.216,0.0645,0,29.0
21,Lucas Romero,Cruzeiro,14,1010,0.494,0.044,1,10.0
21,Gastón Benavídez,Athletico Paranaense,17,1449,0.762,0.0473,0,7.0
21,Matheus Martins,Botafogo RJ,18,1042,3.355,0.2898,4,33.0
21,Luan Cândido,Vitoria,14,1085,1.067,0.0885,0,9.0
21,Jemmes,Fluminense,15,1173,0.183,0.014,0,3.0
21,Ramon,Vitoria,18,1559,0.63,0.0364,2,10.0
21,Alef Manga,Remo,21,1579,4.863,0.2772,5,39.0
21,Erick,Vitoria,19,1396,1.707,0.11,2,23.0
21,Carlos Vinícius,Gremio,19,1569,6.943,0.3982,10,39.0
21,Erick Pulgar,Flamengo,11,868,0.318,0.033,1,8.0
21,Cauan Barros,Vasco da Gama,17,1289,1.849,0.1291,3,18.0
21,Gabriel Justino,Botafogo RJ,10,587,0.202,0.031,1,3.0
21,Denilson,Mirassol,13,750,0.238,0.0286,1,5.0
21,Alan Patrick,Internacional,16,1069,2.501,0.2106,3,22.0
21,Adson,Vasco da Gama,10,531,0.638,0.1082,0,17.0
21,Álvaro Montoro,Botafogo RJ,17,1097,1.131,0.0928,0,16.0
21,Alesson,Mirassol,18,1226,2.703,0.1984,0,29.0
21,Yuri Alberto,Corinthians,17,1424,4.805,0.3037,3,36.0
21,Paulo Henrique,Vasco da Gama,12,780,0.181,0.0209,0,4.0
21,Luiz Gustavo,Athletico Paranaense,15,1180,2.903,0.2214,2,19.0
21,Ferreira,Sao Paulo,15,565,1.705,0.2716,4,20.0
21,Jorginho,Flamengo,14,1132,1.713,0.1362,2,6.0
21,Mauricio,Palmeiras,18,1147,3.628,0.2847,4,31.0
21,Vitinho,Internacional,20,1461,2.312,0.1424,1,33.0
21,Fernando,Red Bull Bragantino,10,350,1.926,0.4953,2,13.0
21,Félix Torres,Internacional,15,1107,2.524,0.2052,1,11.0
21,Rodrigo Nestor,Bahia,14,722,1.716,0.2139,1,25.0
21,Cristian Olivera,Bahia,16,961,2.054,0.1924,1,22.0
21,Igor Vinícius,Santos FC,15,1304,0.145,0.01,0,4.0
21,Gustavinho,Red Bull Bragantino,13,612,0.84,0.1236,1,9.0
21,Natanael,Atletico MG,13,1054,0.316,0.027,0,8.0
21,Erick Noriega,Gremio,14,1019,0.784,0.0692,1,7.0
21,Agustín Giay,Palmeiras,16,1066,0.234,0.0198,0,5.0
21,Everaldo,Bahia,15,633,2.542,0.3614,4,19.0
21,Júnior Alonso,Atletico MG,10,900,0.214,0.0214,0,5.0
21,Gabriel Barbosa,Santos FC,13,897,4.917,0.4933,7,30.0
21,Steven Mendoza,Athletico Paranaense,21,1690,1.997,0.1064,5,27.0
21,Luiz Araújo,Flamengo,11,360,1.116,0.2791,1,9.0
21,Erick,Bahia,16,1022,2.374,0.2091,2,14.0
21,Camilo,Chapecoense AF,17,1427,0.34,0.0214,0,14.0
21,Ignácio,Fluminense,10,680,0.555,0.0734,1,9.0
21,Gabriel Mercado,Internacional,13,1117,0.79,0.0636,1,6.0
21,Breno Bidon,Corinthians,19,1311,1.538,0.1056,2,14.0
21,Santiago Ramos Mingo,Bahia,19,1666,0.393,0.0212,0,8.0
21,Alex Telles,Botafogo RJ,18,1428,1.833,0.1155,2,9.0
21,Walter Clar,Chapecoense AF,10,767,2.534,0.2973,3,10.0
21,Vitor Bueno,Remo,14,821,2.013,0.2207,2,15.0
21,Hulk,Atletico MG,12,912,2.343,0.2312,1,25.0
21,Damián Bobadilla,Sao Paulo,15,1141,0.822,0.0649,0,14.0
21,Keny Arroyo,Cruzeiro,17,986,1.529,0.1396,2,34.0
21,Kaio Jorge,Cruzeiro,15,1179,6.084,0.4645,5,33.0
21,Juan Pablo Freytes,Fluminense,18,1539,0.804,0.047,0,14.0
21,Alan Minda,Atletico MG,10,370,1.872,0.4555,2,11.0
21,José Hurtado,Red Bull Bragantino,14,1041,0.655,0.0566,1,15.0
21,Viery,Gremio,13,1169,0.497,0.0382,1,6.0
21,Samuel Xavier,Fluminense,13,1059,0.217,0.0184,0,6.0
21,Lucas Veríssimo,Santos FC,13,1170,1.677,0.129,0,8.0
21,Pedro Rocha,Coritiba,20,1574,5.437,0.3109,4,38.0
21,Arthur Dias,Athletico Paranaense,19,1630,0.193,0.0107,0,5.0
21,Miguel Terceros,Santos FC,9,467,1.125,0.2167,1,11.0
21,Cacá,Vitoria,16,1343,0.792,0.0531,1,6.0
21,Arthur,Palmeiras,14,814,0.283,0.0313,0,8.0
21,Jean Lucas,Bahia,18,1362,1.393,0.092,2,20.0
21,José Aldo,Mirassol,17,1208,0.493,0.0368,0,14.0
21,Pedro Gabriel,Gremio,11,762,0.123,0.0145,0,5.0
21,Pedro Henrique,Red Bull Bragantino,13,869,0.863,0.0893,0,3.0
21,Danielzinho,Sao Paulo,18,1365,0.955,0.063,1,9.0
21,Bruno Pacheco,Chapecoense AF,12,911,0.097,0.0096,0,3.0
21,Bernard,Atletico MG,17,900,1.468,0.1468,1,9.0
21,Victor Gabriel,Internacional,16,1189,0.264,0.02,0,5.0
21,Hércules,Fluminense,19,1133,1.914,0.1521,3,28.0
21,Gabriel Bontempo,Santos FC,18,1177,1.548,0.1184,0,12.0
21,Matheus Bahia,Internacional,13,888,0.314,0.0318,0,6.0
21,Marcelinho,Remo,18,1445,1.26,0.0785,2,19.0
21,Alex Sandro,Flamengo,16,1245,0.073,0.0053,0,2.0
21,Leonel Pérez,Gremio,11,716,0.392,0.0493,0,7.0
21,Jorge Carrascal,Flamengo,14,680,2.439,0.3228,2,20.0
21,Tetê,Gremio,16,797,2.048,0.2312,2,26.0
21,Ênio,Chapecoense AF,12,762,0.632,0.0747,1,16.0
21,Bruno Melo,Coritiba,19,1501,0.836,0.0501,1,9.0
21,Léo Derik,Athletico Paranaense,11,550,0.05,0.0082,0,3.0
21,Gabriel Menino,Santos FC,10,473,0.466,0.0887,1,13.0
21,Felipe Anderson,Palmeiras,14,398,0.356,0.0806,2,11.0
21,Leonel Picco,Remo,18,863,1.207,0.1259,2,10.0
21,Maycon,Atletico MG,12,970,1.867,0.1732,2,9.0
21,Patrick,Remo,18,1219,1.154,0.0852,0,15.0
21,Caíque Gonçalves,Vitoria,18,1370,0.024,0.0016,0,2.0
21,Matheuzinho,Vitoria,19,1174,2.65,0.2032,2,26.0
21,Rodrigo Villagra,Internacional,16,1308,0.223,0.0153,0,9.0
21,Cristian Medina,Botafogo RJ,14,1129,2.601,0.2073,1,18.0
21,Zé Welison,Remo,17,1050,0.26,0.0223,0,11.0
21,Alan Franco,Sao Paulo,13,1077,0.501,0.0419,0,4.0
21,Rodrigo Castillo,Fluminense,12,503,2.309,0.4131,3,16.0
21,Lyanco,Atletico MG,9,633,0.203,0.0288,0,5.0
21,Carlos Cuesta,Vasco da Gama,10,900,0.322,0.0322,0,4.0
21,Johan Rojas,Vasco da Gama,18,846,2.143,0.228,0,34.0
21,Higor Meritão,Chapecoense AF,11,618,1.885,0.2744,1,11.0
21,Isidro Pitta,Red Bull Bragantino,18,1169,6.438,0.4956,5,38.0
21,Edson Carioca,Mirassol,14,701,1.974,0.2534,2,15.0
21,Christian Oliva,Santos FC,14,856,0.252,0.0265,0,7.0
21,Jamerson,Vitoria,10,564,0.152,0.0242,0,4.0
21,Kauã Moraes,Cruzeiro,10,456,1.084,0.214,2,5.0
21,Mayk,Remo,13,1159,0.047,0.0036,0,3.0
21,Emiliano Martínez,Palmeiras,9,346,0.065,0.0169,0,4.0
21,Enzo Díaz,Sao Paulo,13,929,0.217,0.0211,0,11.0
21,Guilherme Arana,Fluminense,14,822,0.918,0.1005,1,14.0
21,Guga,Fluminense,13,847,0.063,0.0067,0,3.0
21,Everton,Flamengo,10,377,0.789,0.1883,1,12.0
21,Gabriel Taliari,Remo,9,559,3.023,0.4868,3,15.0
21,Alan Saldivia,Vasco da Gama,10,900,0.782,0.0782,0,9.0
21,José Herrera,Red Bull Bragantino,16,863,0.921,0.0961,1,22.0
21,Alan Franco,Atletico MG,15,1306,0.87,0.0599,0,5.0
21,Rodriguinho,Red Bull Bragantino,11,495,1.122,0.204,2,12.0
21,Carlos Terán,Athletico Paranaense,15,990,0.747,0.0679,0,7.0
21,Wendell,Sao Paulo,14,948,0.192,0.0182,0,6.0
21,Willian José,Bahia,20,1068,5.954,0.5018,3,21.0
21,Marcos Antônio,Sao Paulo,14,1068,1.27,0.107,0,13.0
21,Vitão,Flamengo,9,570,0.394,0.0623,0,5.0
21,Diego Tarzia,Vitoria,16,515,1.72,0.3006,2,19.0
21,Khellven,Palmeiras,15,802,0.106,0.0119,0,4.0
21,Tomás Pérez,Atletico MG,12,790,0.356,0.0405,0,4.0
21,Doma,Chapecoense AF,18,1554,0.918,0.0532,1,12.0
21,Emmanuel Martínez,Vitoria,17,1285,0.952,0.0667,0,7.0
21,Jája Silva,Remo,17,1090,4.144,0.3422,5,30.0
21,Erick Pulga,Bahia,21,1505,1.426,0.0853,0,22.0
21,Francis Amuzu,Gremio,18,1172,1.505,0.1156,1,30.0
21,Gabriel,Red Bull Bragantino,16,1198,0.512,0.0385,2,18.0
21,Arthur,Gremio,10,810,0.091,0.0101,0,3.0
21,Benjamín Rollheiser,Santos FC,16,575,2.575,0.4031,3,16.0
21,David,Vasco da Gama,17,808,2.353,0.262,2,15.0
21,Willian Arão,Santos FC,15,857,0.074,0.0078,0,1.0
21,Nuno Moreira,Vasco da Gama,17,900,1.57,0.157,1,20.0
21,Renato Kayzer,Vitoria,15,749,3.191,0.3834,4,17.0
21,Marllon,Remo,20,1800,0.534,0.0267,1,5.0
21,Julimar,Athletico Paranaense,13,730,2.412,0.2973,3,15.0
21,Jádson,Athletico Paranaense,15,975,0.059,0.0055,0,2.0
21,João Schmidt,Santos FC,10,622,0.423,0.0613,0,6.0
21,Reinier,Atletico MG,15,626,2.844,0.4089,1,17.0
21,João Cruz,Athletico Paranaense,15,495,0.838,0.1524,0,15.0
21,Kevin Serna,Fluminense,20,1134,2.792,0.2216,1,23.0
21,Braian Aguirre,Internacional,13,482,0.815,0.1522,1,12.0
21,Jean Carlos,Chapecoense AF,17,652,1.483,0.2047,2,18.0
21,Ademir,Bahia,21,847,1.7,0.1806,1,23.0
21,Bruno Henrique,Flamengo,15,522,1.175,0.2025,0,12.0
21,Rafael Borré,Internacional,17,1038,5.738,0.4975,2,28.0
21,Tiago Cóser,Coritiba,18,1180,0.586,0.0447,1,4.0
21,Rony,Santos FC,16,917,1.004,0.0985,0,17.0
21,Bruno Leonardo,Chapecoense AF,15,1311,0.132,0.0091,0,2.0
21,Matheus Fernandes,Red Bull Bragantino,12,668,0.34,0.0458,0,12.0
21,André,Corinthians,17,999,0.944,0.0851,3,15.0
21,João Vitor,Chapecoense AF,11,598,0.812,0.1222,0,19.0
21,Edenílson,Botafogo RJ,13,582,1.884,0.2914,3,11.0
21,Sebastián Gómez,Coritiba,17,1327,0.518,0.0352,0,14.0
21,Juan Nardoni,Gremio,13,908,1.784,0.1768,1,11.0
21,Maicon,Coritiba,13,1022,0.104,0.0091,0,1.0
21,Mateo Ponte,Botafogo RJ,10,595,0.516,0.0781,0,2.0
21,Cauly,Sao Paulo,12,567,1.197,0.19,1,7.0
21,Joaquín Lavega,Coritiba,19,915,2.403,0.2364,5,15.0
21,Ayrton Lucas,Flamengo,10,491,0.339,0.0622,0,6.0
21,Gabriel Brazão,Santos FC,18,1620,0.04,0.0022,0,1.0
21,Gabriel Mec,Gremio,15,689,1.914,0.2501,2,12.0
21,Thaciano,Santos FC,13,610,2.096,0.3092,2,15.0
21,Luan Peres,Santos FC,16,1223,0.151,0.0111,0,3.0
21,Zé Ricardo,Remo,19,1106,0.402,0.0327,0,12.0
21,Mateo Cassierra,Atletico MG,16,851,4.506,0.4766,2,23.0
21,André Carrillo,Corinthians,17,802,0.145,0.0163,0,4.0
21,Marcinho,Chapecoense AF,19,1001,1.321,0.1188,2,21.0
21,Wallisson,Coritiba,12,432,0.105,0.0218,0,3.0
21,Vini Paulista,Coritiba,20,812,0.658,0.0729,0,9.0
21,Pablo Maia,Sao Paulo,12,667,0.192,0.0259,0,8.0
21,Bruno Henrique,Internacional,18,1027,1.423,0.1247,0,19.0
21,Lucas Villalba,Botafogo RJ,12,519,0.427,0.0741,1,5.0
21,Bruninho,Athletico Paranaense,9,310,0.634,0.184,0,9.0
21,Felipe Jonatan,Coritiba,14,598,0.268,0.0403,0,8.0
21,Evertton Araújo,Flamengo,16,920,0.794,0.0777,0,17.0
21,Yeferson Soteldo,Fluminense,14,612,0.783,0.1152,0,10.0
21,Lucas Piton,Vasco da Gama,14,840,0.728,0.078,0,6.0
21,Giovanni Augusto,Chapecoense AF,13,611,0.222,0.0327,0,5.0
21,Santiago Rodríguez,Botafogo RJ,13,539,0.044,0.0073,0,1.0
21,Kadir Barría,Botafogo RJ,11,286,1.879,0.5913,1,13.0
21,Gustavo Scarpa,Atletico MG,10,319,0.614,0.1731,1,14.0
21,José Enamorado,Gremio,18,867,1.101,0.1143,0,13.0
21,Hugo Moura,Vasco da Gama,11,583,0.412,0.0635,1,3.0
21,Dudu,Atletico MG,13,330,1.649,0.4498,2,13.0
21,João Pedro Chermont,Coritiba,12,683,0.203,0.0267,0,5.0
21,Alerrandro,Internacional,20,919,6.88,0.6738,3,28.0
21,Néiser Villarreal,Cruzeiro,12,546,5.007,0.8253,3,20.0
21,Dudu Kogitzki,Athletico Paranaense,14,657,1.101,0.1508,1,6.0
21,Vinicinho,Red Bull Bragantino,9,292,0.075,0.0232,0,2.0
21,Wagner Leonardo,Gremio,9,684,0.411,0.054,0,2.0
21,Mateo Sanabria,Bahia,12,300,1.449,0.4346,2,13.0
21,Júnior Santos,Botafogo RJ,9,411,1.361,0.2981,1,8.0
21,Jordan Barrera,Botafogo RJ,11,370,1.315,0.32,1,11.0
21,Eduardo Sasha,Red Bull Bragantino,15,881,4.139,0.4228,1,21.0
21,Neto Pessoa,Chapecoense AF,10,269,2.003,0.6701,2,14.0
21,Rubens,Chapecoense AF,9,187,0.122,0.059,1,4.0
21,Zakaria Labyad,Corinthians,11,225,0.301,0.1206,1,5.0
21,Diego Hernández,Remo,9,157,0.437,0.2506,0,6.0
21,Shaylon,Mirassol,16,889,0.443,0.0449,1,11.0
21,Willian Oliveira,Coritiba,10,475,0.294,0.0556,0,5.0
21,Allan,Corinthians,16,737,0.562,0.0687,0,6.0
21,Yannick Bolasie,Chapecoense AF,17,1182,4.305,0.3278,1,30.0
21,Marino Hinestroza,Vasco da Gama,9,238,0.135,0.0511,0,5.0
21,Thiago Santos,Coritiba,14,666,0.271,0.0367,0,4.0
21,Claudio Spinelli,Vasco da Gama,14,637,5.76,0.8138,1,33.0
21,Rafael Carvalheira,Chapecoense AF,14,897,0.77,0.0773,2,14.0
21,Paulinho Paula,Internacional,14,719,0.419,0.0524,0,10.0
21,Eduardo,Mirassol,13,652,1.788,0.2469,2,12.0
21,Caio Alexandre,Bahia,11,506,0.221,0.0393,0,3.0
21,Yago Pikachu,Remo,20,1136,1.369,0.1085,2,20.0
21,Willian,Gremio,9,371,0.843,0.2045,0,7.0
21,Juan Portilla,Athletico Paranaense,17,901,0.241,0.0241,0,6.0
21,Tchê Tchê,Vasco da Gama,14,856,1.238,0.1302,1,10.0
21,Allan,Botafogo RJ,10,465,0.104,0.0202,0,2.0
21,Eric Ramires,Red Bull Bragantino,13,488,0.713,0.1316,0,2.0
21,Marcos Vinícius,Chapecoense AF,10,580,0.958,0.1487,0,3.0
21,Moisés,Santos FC,13,372,1.781,0.4308,2,9.0
21,Ignacio Sosa,Red Bull Bragantino,14,406,0.287,0.0635,0,5.0
21,Gustavo Henrique,Santos FC,9,645,0.096,0.0135,0,2.0
21,Thiago Maia,Internacional,10,137,0.03,0.0196,0,1.0
21,Fabrício,Vitoria,9,196,0.814,0.374,0,6.0
21,Carlos Eduardo,Mirassol,13,578,1.613,0.2511,1,12.0
21,Everton,Chapecoense AF,16,1076,0.677,0.0566,0,10.0
21,Matheus Henrique,Cruzeiro,20,965,0.438,0.0408,0,9.0
21,Nathan Fogaça,Mirassol,11,350,3.839,0.9872,2,17.0
21,Bruno Zapelli,Athletico Paranaense,15,687,0.624,0.0818,0,10.0
21,Brenner,Vasco da Gama,14,584,3.674,0.5662,1,17.0
21,Mamady Cissé,Atletico MG,10,236,0.643,0.2452,1,7.0
21,Dieguinho,Corinthians,10,179,0.231,0.1159,1,5.0
21,Jesse Lingard,Corinthians,11,516,0.911,0.159,0,7.0
21,Neto Moura,Mirassol,12,726,0.446,0.0552,0,11.0
21,Facundo Bernal,Fluminense,10,552,0.309,0.0503,0,9.0
21,Lucas Evangelista,Palmeiras,19,425,0.638,0.1351,0,7.0
21,Matheus Alexandre,Remo,10,211,0.038,0.0161,0,1.0
21,Italo,Chapecoense AF,15,718,1.265,0.1585,0,16.0
21,Nicolás de la Cruz,Flamengo,11,230,0.275,0.1076,0,4.0
21,Matheus Pereira,Corinthians,14,553,0.192,0.0312,0,8.0
21,Lucas Villalba,Cruzeiro,11,657,0.074,0.0102,0,3.0
21,Wanderson,Cruzeiro,16,426,1.028,0.2172,1,13.0
21,Bruno Rodrigues,Cruzeiro,12,338,0.363,0.0966,0,5.0
21,Lucas Silva,Cruzeiro,14,585,0.137,0.0211,0,4.0
21,Jáderson,Remo,10,203,0.133,0.059,0,3.0
21,André Luís,Mirassol,12,465,1.709,0.3308,1,5.0
21,Ganso,Fluminense,12,331,0.562,0.1529,0,5.0
21,Martin Braithwaite,Gremio,13,402,0.286,0.064,0,4.0
21,Gonzalo Tapia,Sao Paulo,11,275,2.092,0.6846,0,8.0
21,Antonio Galeano,Mirassol,11,283,0.684,0.2174,0,8.0
21,Gabriel Poveda,Remo,11,154,0.141,0.0822,0,2.0
21,Michel Araújo,Bahia,13,259,0.091,0.0316,0,5.0
21,André Silva,Sao Paulo,13,339,0.411,0.109,0,5.0
