atleta_id,name,pos,team,price,media,status,desvio,ult5
104027,Rafael Guanaes,TEC,MIR,6.99,4.15,Provável,1.7,4.813999999999999
91866,Zé Ivaldo,ZAG,REM,5.48,2.47,Provável,2.83,3.78
98384,Negueba,ATA,MIR,8.57,5.23,Contundido,3.61,3.62
102975,Escobar,LAT,SAN,9.53,5.98,Provável,3.78,5.180000000000001
104204,Edson Carioca,ATA,MIR,4.05,2.16,Dúvida,2.21,2.6399999999999997
105903,Aldo Filho,MEI,MIR,3.8,2.09,Contundido,1.9,2.96
117403,Renato Marques,ATA,CFC,2.73,0.74,Nulo,0.91,1.6400000000000001
78478,Willian Arão,MEI,SAN,5.31,2.9,Nulo,2.61,5.14
108469,Adonis Frías,ZAG,SAN,5.64,3.4,Provável,5.82,5.04
84847,Luan Peres,ZAG,SAN,4.07,1.99,Nulo,2.57,2.5200000000000005
118775,Lautaro Díaz,ATA,SAN,5.26,2.28,Nulo,3.94,3.6599999999999993
141754,Gabriel Bontempo,MEI,SAN,5.38,3.7,Provável,3.54,6.28
102256,Rollheiser,MEI,SAN,5.34,2.48,Nulo,5.41,3.6799999999999997
95466,Igor Vinícius,LAT,SAN,9.33,5.82,Contundido,4.48,4.499999999999999
87470,Thaciano,MEI,SAN,6.24,2.71,Nulo,3.5,3.5
80570,Wendell,LAT,SAO,8.24,4.13,Provável,4.23,3.9
89840,Calleri,ATA,SAO,11.39,5.66,Provável,4.35,3.3400000000000007
63008,Rafael Tolói,ZAG,SAO,6.92,4.1,Contundido,4.07,5.2
85403,Danielzinho,MEI,SAO,6.34,2.68,Provável,2.18,2.9200000000000004
113690,Diógenes,GOL,SAN,5.0,5.55,Nulo,6.58,5.55
141868,Vini Lira,LAT,SAN,3.79,2.42,Contundido,1.34,2.4250000000000003
91573,Arboleda,ZAG,SAO,8.55,4.02,Provável,2.39,4.94
142867,Robinho Jr.,ATA,SAN,2.76,0.62,Nulo,0.0,2.5
105300,Ferraresi,ZAG,BOT,5.53,2.44,Provável,2.96,4.619999999999999
77656,Cédric Soares,LAT,SAO,3.73,0.94,Nulo,0.71,1.04
118563,Rodriguinho,MEI,RBB,6.07,3.54,Provável,3.16,4.220000000000001
70164,Lucas Moura,MEI,SAO,7.5,2.32,Contundido,3.54,3.8200000000000003
101290,Ferreira,ATA,SAO,7.56,4.1,Dúvida,6.96,2.3400000000000003
81845,Alisson,MEI,FLU,3.52,0.96,Nulo,2.15,1.7599999999999998
104075,Sabino,ZAG,SAO,6.86,3.89,Nulo,3.42,2.36
107873,Bobadilla,MEI,SAO,8.06,3.94,Nulo,3.64,4.42
72391,Fernando Diniz,TEC,COR,9.61,5.74,Provável,2.35,6.718000000000001
113359,Pablo Maia,MEI,SAO,4.35,1.48,Provável,1.8,1.92
106294,Marcos Antônio,MEI,SAO,6.39,2.66,Provável,2.57,2.96
141609,Lucca,ATA,SAO,2.05,0.23,Contundido,0.0,1.2
93716,Paulo Henrique,LAT,VAS,8.3,3.29,Provável,3.1,3.5200000000000005
141611,Maik,LAT,SAO,5.52,3.48,Nulo,1.86,4.35
131617,André Silva,ATA,SAO,3.22,0.22,Nulo,0.68,1.2600000000000002
97095,Carlos Cuesta,ZAG,VAS,6.04,2.18,Dúvida,3.42,4.35
86410,Victor Luis,LAT,MIR,3.65,1.2,Nulo,2.34,2.725
116706,Andrés Gómez,ATA,VAS,13.56,7.66,Provável,4.82,6.220000000000001
71123,Thiago Mendes,MEI,VAS,7.15,4.17,Provável,3.7,4.38
110708,Pedro Rangel,GOL,CFC,7.48,4.67,Contundido,4.33,4.86
81091,Jair,MEI,VAS,7.65,4.7,Provável,0.0,3.0
99213,Puma Rodríguez,LAT,VAS,7.99,5.15,Nulo,4.25,4.56
90309,David,ATA,VAS,4.22,2.11,Dúvida,3.14,3.839999999999999
105584,Lucas Piton,LAT,VAS,4.96,2.0,Provável,4.24,3.9
117330,Robert Renan,ZAG,VAS,6.05,2.66,Provável,2.99,5.5600000000000005
115141,Lucas Freitas,ZAG,VAS,4.77,2.5,Nulo,0.0,5.0
122485,Barros,MEI,VAS,8.75,4.7,Nulo,4.86,2.8400000000000003
111682,Adson,MEI,VAS,6.63,3.69,Nulo,2.27,4.279999999999999
142279,Nuno Moreira,MEI,VAS,4.77,2.07,Provável,2.66,1.94
42222,Osvaldo,ATA,VIT,4.07,0.4,Nulo,0.0,0.8
90588,Caíque,MEI,VIT,4.64,2.5,Provável,1.87,2.7199999999999998
92180,Jair Ventura,TEC,VIT,8.21,5.02,Provável,2.57,4.368
99440,Baralhas,MEI,VIT,9.25,5.24,Provável,3.55,4.64
90703,Matheuzinho,MEI,VIT,5.67,3.24,Provável,2.65,3.6399999999999997
92696,Renato Kayzer,ATA,VIT,6.63,3.27,Nulo,4.22,4.2
104118,Lucas Arcanjo,GOL,VIT,8.88,5.42,Provável,3.02,6.32
96793,Camutanga,ZAG,VIT,6.71,3.95,Contundido,4.27,3.94
104330,Dudu,MEI,VIT,5.01,3.95,Contundido,0.0,8.2
80129,Jadson,MEI,CAP,4.93,3.0,Provável,4.37,6.640000000000001
101597,Ramon,LAT,VIT,7.72,4.84,Provável,3.52,2.34
116461,Jamerson,LAT,VIT,5.79,3.54,Nulo,2.48,3.44
111879,Mateus Silva,LAT,VIT,4.95,4.85,Nulo,0.0,9.7
130620,Edenílson,MEI,VIT,3.1,1.55,Nulo,0.59,3.2
85626,Léo,ZAG,CAP,6.77,4.9,Nulo,0.28,4.9
90031,Mendoza,ATA,CAP,7.49,4.21,Provável,3.75,5.54
92273,Odair Hellmann,TEC,CAP,9.44,5.89,Provável,2.4,7.75
110698,Mycael,GOL,CAP,7.46,7.6,Nulo,0.0,7.6
123101,Leozinho,ATA,CAP,5.8,5.66,Provável,11.0,9.580000000000002
105518,Renan Peixoto,ATA,CAP,2.73,0.9,Nulo,1.26,1.675
107985,Terán,ZAG,CAP,6.98,4.09,Contundido,4.55,7.58
110668,Esquivel,LAT,CAP,7.9,4.88,Contundido,2.64,4.76
113113,Benavídez,LAT,CAP,7.76,4.77,Provável,3.18,5.0200000000000005
125926,Zapelli,MEI,CAP,4.23,1.37,Nulo,2.02,2.06
112017,Felipinho,MEI,CAP,4.79,2.99,Nulo,3.49,4.82
122439,Isaac,ATA,CAP,1.66,0.4,Nulo,0.0,1.5
123869,Aguirre,ZAG,CAP,6.59,3.86,Provável,2.92,5.4799999999999995
120433,Léo Derik,LAT,CAP,5.81,3.65,Provável,3.22,4.58
143193,Viveros,ATA,CAP,14.34,8.77,Provável,6.61,10.18
125746,Dudu,MEI,CAP,2.1,1.67,Nulo,4.63,1.48
127970,Felipe Chiqueti,MEI,CAP,2.07,1.35,Nulo,0.81,1.4
82628,Tinga,LAT,CFC,6.38,3.83,Provável,2.9,5.02
84339,Bruno Melo,LAT,CFC,5.21,3.34,Provável,2.83,3.2600000000000002
90302,Pedro Rocha,ATA,CFC,7.85,3.85,Provável,3.6,4.4
124526,Giay,LAT,PAL,7.29,4.67,Provável,3.61,5.319999999999999
90370,Matheus Pereira,MEI,COR,3.6,1.04,Nulo,1.44,2.04
128431,João Cruz,MEI,CAP,6.15,3.25,Nulo,3.28,4.779999999999999
84626,Josué,MEI,CFC,6.56,4.24,Dúvida,4.43,6.0200000000000005
123648,Lucas Ronier,ATA,CFC,10.77,6.7,Contundido,4.58,4.2
131832,Portilla,MEI,CAP,2.87,1.17,Contundido,1.41,2.96
63354,Rodrigo Moledo,ZAG,CFC,6.53,5.57,Dúvida,0.35,7.75
117930,Lavega,ATA,CFC,6.1,3.56,Provável,4.36,5.220000000000001
125803,Pedro Morisco,GOL,CFC,7.6,4.3,Provável,3.93,4.84
84428,Fernando Sobral,MEI,CFC,4.34,1.0,Nulo,0.0,3.0
71227,Maicon,ZAG,CFC,3.86,1.93,Nulo,2.39,3.2399999999999998
104811,Sebastián Gómez,MEI,CFC,4.05,2.49,Provável,1.73,3.3600000000000003
109127,Tiago Cóser,ZAG,CFC,4.39,2.66,Provável,2.67,1.8
126977,Fernando Seabra,TEC,CFC,8.04,5.11,Provável,2.35,4.296
86686,Tchê Tchê,MEI,VAS,4.98,2.12,Provável,2.96,1.9200000000000004
82730,Marcelo Rangel,GOL,REM,5.11,3.86,Provável,3.07,6.58
101405,Wallisson,MEI,MIR,4.71,2.4,Dúvida,2.17,1.9
97795,Marcelinho,LAT,REM,5.98,5.1,Provável,4.65,6.199999999999999
112576,Vini Paulista,MEI,CFC,3.88,2.32,Dúvida,2.13,1.3199999999999998
141337,Lucas Taverna,LAT,CFC,2.58,2.1,Nulo,2.76,3.15
124358,João Almeida,LAT,CFC,0.92,0.0,Nulo,0.0,0.0
98224,Jáderson,MEI,REM,2.44,0.85,Nulo,1.28,1.94
102911,Zé Ricardo,MEI,REM,4.31,2.57,Provável,2.56,4.18
83048,Rafael Thyere,ZAG,CHA,2.75,-0.1,Provável,0.0,-0.1
104257,João Lucas,LAT,REM,4.59,2.82,Nulo,2.38,3.54
107700,Eduardo Melo,ATA,REM,2.13,1.4,Nulo,0.0,1.4
102906,Anderson,GOL,CHA,5.36,3.04,Provável,3.88,5.7749999999999995
71043,Léo Vieira,GOL,BAH,6.82,5.02,Contundido,3.08,4.74
68938,Giovanni Augusto,MEI,CHA,3.81,1.88,Provável,1.59,3.1399999999999997
68822,Rafael Santos,GOL,CHA,4.94,3.75,Nulo,3.29,3.7499999999999996
88293,Neto Pessoa,ATA,CHA,4.74,3.49,Nulo,4.78,5.46
104519,Camilo,MEI,CHA,4.72,3.07,Provável,1.81,3.9
101393,Eduardo Doma,ZAG,CHA,4.02,2.34,Provável,2.6,1.86
107453,João Paulo,ZAG,CHA,4.8,3.3,Contundido,5.38,5.3999999999999995
95332,Marcinho,ATA,CHA,4.37,3.21,Provável,2.99,4.4
97432,Victor Caetano,ZAG,CHA,3.19,1.6,Contundido,1.34,2.8400000000000003
104470,Everton,LAT,CHA,3.52,1.88,Nulo,1.83,2.12
97900,Vitão,ZAG,FLA,6.62,2.37,Nulo,2.65,3.3
107516,Ênio,ATA,CHA,5.04,2.93,Nulo,2.6,2.5000000000000004
109336,Rafael Carvalheira,MEI,CHA,5.7,2.72,Contundido,3.55,3.96
89837,Lucho Acosta,MEI,FLU,10.37,5.1,Provável,4.26,3.3600000000000003
116066,Rubens,ATA,CHA,2.48,1.38,Provável,3.09,2.52
110426,Bernabei,LAT,INT,10.84,6.28,Provável,5.61,5.36
99552,Rossi,GOL,FLA,8.96,4.97,Provável,4.13,5.16
89274,Andreas Pereira,MEI,PAL,12.21,4.96,Provável,4.99,3.38
130806,Kauan,ZAG,CHA,0.67,-0.6,Nulo,0.0,-0.6
130414,Robert,MEI,CHA,3.51,3.0,Contundido,0.0,3.0
126471,Barreal,MEI,SAN,10.8,4.89,Provável,4.14,8.459999999999999
100652,Yuri Alberto,ATA,COR,10.58,4.1,Contundido,5.86,7.919999999999999
140438,David,MEI,CHA,1.4,0.97,Nulo,0.55,2.033333333333333
78850,Reinaldo,LAT,MIR,8.98,3.04,Provável,2.52,6.5
130843,Arthur Dias,ZAG,CAP,6.45,3.72,Provável,2.8,2.92
39148,Hulk,ATA,FLU,11.16,4.64,Nulo,4.04,3.84
68708,Eduardo,MEI,MIR,5.41,2.33,Nulo,2.7,2.96
51772,Everton Ribeiro,MEI,BAH,8.86,4.48,Contundido,3.98,3.94
80287,Luciano,ATA,SAO,12.89,4.89,Provável,4.32,6.74
114802,Vitor Roque,ATA,PAL,15.52,5.87,Nulo,7.12,1.5
103445,Kaio Jorge,ATA,CRU,11.8,4.85,Provável,4.32,5.340000000000001
89368,Braithwaite,ATA,GRE,5.48,0.3,Nulo,0.5,0.72
122781,Caballero,ATA,SAN,4.54,2.53,Nulo,0.0,3.0
94583,Pedro,ATA,FLA,15.42,8.16,Provável,7.35,8.98
133673,Mateus Xavier,ATA,SAN,2.33,1.2,Nulo,0.0,1.2
141776,Gustavo Henrique,MEI,SAN,2.48,1.5,Contundido,1.13,1.5
115025,Miguelito,MEI,SAN,7.41,4.88,Nulo,6.72,7.159999999999999
146991,Rhuan Gabriel,MEI,CRU,1.39,1.2,Nulo,0.0,1.2
106104,Enamorado,ATA,GRE,6.68,3.31,Nulo,2.15,2.06
86292,Bolasie,ATA,CHA,4.49,2.21,Contundido,2.6,4.779999999999999
118655,Saldivia,ZAG,VAS,5.83,2.55,Dúvida,1.19,2.7600000000000002
108713,Galeano,ATA,MIR,4.42,1.19,Nulo,1.4,1.8399999999999999
128433,Johan Rojas,MEI,VAS,3.78,1.58,Nulo,1.49,1.7400000000000002
126182,Paulinho,MEI,INT,3.84,1.95,Provável,2.71,2.04
101908,Willian Machado,ZAG,MIR,5.34,3.58,Nulo,3.25,5.76
115986,Denilson,MEI,MIR,5.08,3.73,Provável,4.99,8.139999999999999
132412,Román Gómez,LAT,BAH,9.35,5.96,Provável,5.05,4.0600000000000005
131516,JP Chermont,LAT,CFC,4.51,2.7,Nulo,4.24,2.46
145400,Cauê,LAT,RBB,4.23,3.47,Contundido,0.35,5.25
126120,Marcelinho,MEI,RBB,3.16,2.18,Nulo,3.1,3.1999999999999997
130048,Noriega,ZAG,GRE,7.95,4.38,Provável,4.12,3.4599999999999995
94514,Lucas Oliveira,ZAG,MIR,5.07,3.13,Nulo,3.88,2.2399999999999998
147090,Kauã Pascini,LAT,CAM,3.99,3.24,Nulo,1.94,3.733333333333333
93988,Breno Lopes,ATA,CFC,9.19,5.33,Provável,6.16,3.7199999999999998
94154,Maycon,MEI,CAM,5.28,2.6,Nulo,3.31,4.72
102909,Luan,MEI,SAO,2.69,0.96,Nulo,0.42,1.6749999999999998
100342,Léo Andrade,ZAG,REM,4.79,2.95,Dúvida,1.59,2.9499999999999997
114040,Minda,ATA,CAM,8.13,4.36,Nulo,4.17,6.88
90061,Bruno Pacheco,LAT,CHA,6.05,3.72,Provável,4.73,7.1800000000000015
106302,Preciado,LAT,CAM,8.86,4.44,Nulo,3.71,5.22
70666,Marllon,ZAG,REM,5.82,2.83,Provável,2.33,3.6
83433,Patrick,MEI,REM,5.3,3.92,Nulo,3.43,7.219999999999999
89256,Gerson,MEI,CRU,8.23,4.32,Provável,2.84,4.86
116034,Victor Hugo,MEI,CAM,6.45,3.73,Provável,4.0,2.9
70449,Gabriel,GOL,VIT,5.02,0.9,Nulo,0.0,6.8
105089,Tetê,ATA,GRE,9.09,3.73,Contundido,3.25,3.4799999999999995
106708,Igor Formiga,LAT,MIR,7.5,4.8,Provável,3.88,5.36
147864,Rafael Monti,ATA,REM,3.56,0.0,Nulo,0.0,0.0
103388,Emmanuel Martínez,MEI,VIT,6.7,3.29,Provável,2.11,3.4200000000000004
69208,Gabriel Paulista,ZAG,COR,9.34,4.56,Provável,4.33,3.54
105157,Villagra,MEI,INT,5.2,2.05,Contundido,1.5,1.58
123689,Milans,LAT,COR,8.55,5.28,Nulo,2.09,5.28
95362,Cassierra,ATA,CAM,5.31,2.19,Provável,4.19,6.5200000000000005
113125,Picco,MEI,REM,6.34,3.63,Provável,4.46,5.08
71536,Luiz Gustavo,MEI,CAP,6.71,3.72,Provável,3.79,4.4399999999999995
110633,Gustavo,MEI,CFC,3.3,0.9,Nulo,0.71,1.7999999999999998
146374,Gilberto Junior,LAT,CAP,6.14,4.62,Nulo,3.82,5.54
86859,José Welison,MEI,REM,3.57,2.59,Provável,2.66,5.58
82407,Chico Kim,MEI,MIR,2.91,0.43,Nulo,0.71,1.0
142265,Dell,ATA,BAH,1.82,0.65,Nulo,0.78,1.95
105842,Edu,ZAG,VIT,4.13,1.5,Contundido,0.0,1.5
116065,Cuiabano,LAT,VAS,13.58,7.66,Suspenso,4.8,5.1
141991,Tico,ATA,REM,1.1,0.5,Nulo,0.0,0.5
146410,Marquinhos,MEI,BOT,0.85,0.0,Nulo,0.0,0.0
147546,Roger,MEI,GRE,1.5,1.2,Nulo,0.0,1.2
99815,Arias,MEI,PAL,15.17,7.97,Provável,6.08,11.080000000000002
108162,Nardoni,MEI,GRE,6.36,2.06,Provável,3.14,1.7600000000000002
143463,Wesley Natã,ATA,FLU,0.8,-0.3,Nulo,0.0,-0.3
141165,Enzo Vagner,ATA,CFC,1.04,0.5,Nulo,0.0,0.5
148124,Vinicius,ZAG,CHA,1.63,0.1,Contundido,0.0,1.5
97911,Lucas Silva,ATA,VIT,2.8,-0.17,Nulo,0.0,0.5
93371,Rodrigo Rodrigues,ATA,CFC,3.28,-0.9,Nulo,0.0,-0.9
148215,Djhordney,MEI,SAO,0.79,-0.2,Nulo,0.0,1.2
145563,João Ananias,ZAG,SAN,2.79,2.06,Provável,1.63,2.2
110144,Spinelli,ATA,VAS,5.61,3.12,Nulo,3.06,5.12
131964,Jhoan Hernández,LAT,BOT,3.69,0.0,Nulo,0.0,0.0
146430,Justino,ZAG,BOT,3.24,2.74,Suspenso,5.17,4.14
104666,Moisés,ATA,SAN,4.78,2.35,Contundido,3.47,4.4
105048,Jajá,ATA,REM,7.63,5.59,Provável,3.57,6.92
141595,Gabriel Mec,ATA,GRE,4.45,2.82,Nulo,4.8,6.640000000000001
143153,Tarzia,ATA,VIT,3.69,2.97,Nulo,3.42,5.7
97899,Matheus Bahia,LAT,INT,7.54,4.32,Provável,2.41,4.86
104036,Labyad,MEI,COR,4.52,2.05,Contundido,2.67,3.9
126189,Tomás Pérez,MEI,CAM,4.13,1.54,Nulo,1.74,2.68
109987,Medina,MEI,BOT,7.05,3.83,Provável,4.86,6.839999999999999
147545,Jefinho,MEI,GRE,1.46,1.5,Nulo,0.0,1.5
92747,Eduardo Domínguez,TEC,CAM,10.3,5.24,Provável,2.97,5.56
88963,Leonardo Jardim,TEC,FLA,13.54,7.09,Provável,3.28,6.514
101807,Oliva,MEI,SAN,6.17,2.94,Provável,2.73,2.5800000000000005
93368,Lucas Veríssimo,ZAG,SAN,8.63,4.01,Contundido,3.45,3.4200000000000004
37457,Léo Condé,TEC,REM,7.97,4.72,Provável,2.24,5.714
124219,Millán,ZAG,FLU,4.86,1.0,Contundido,1.06,1.9500000000000002
141400,Huguinho,MEI,BOT,5.99,5.2,Provável,3.95,5.199999999999999
100804,Tchamba,ZAG,REM,5.11,2.08,Contundido,2.67,2.48
124424,Rodrigo Castillo,ATA,FLU,7.87,3.86,Nulo,4.71,6.44
147268,Anderson Pato,ATA,VIT,3.12,1.38,Contundido,0.25,1.375
81720,Lingard,ATA,COR,4.2,1.88,Provável,1.46,3.16
51413,Walter,GOL,MIR,5.17,2.76,Dúvida,2.18,2.46
142260,Bernardo Zortea,MEI,GRE,0.77,0.13,Nulo,0.0,1.0
121823,Kauê,GOL,COR,5.52,8.7,Nulo,6.22,9.2
133690,Bruno Lopes,ATA,VAS,1.57,1.7,Nulo,0.0,1.7
145659,Nicolas,LAT,SAO,2.79,5.0,Nulo,0.0,5.0
140726,David Martins,MEI,BAH,0.65,-0.1,Nulo,0.0,-0.1
115537,Marcos Victor,ZAG,BAH,4.18,2.67,Nulo,0.0,8.0
148125,Ryan Augusto,LAT,RBB,3.78,3.7,Nulo,4.44,4.65
142257,Luis Eduardo,ZAG,GRE,1.45,-0.3,Nulo,0.0,-0.3
110605,Vinícius Balieiro,MEI,CHA,3.62,1.84,Nulo,1.79,3.0666666666666664
130232,Caio Roque,LAT,BOT,5.72,4.0,Nulo,3.12,4.0
107256,Zé Vitor,MEI,VIT,5.29,3.89,Nulo,4.7,7.659999999999999
141594,Pedro Gabriel,LAT,GRE,4.7,3.52,Nulo,1.64,5.06
147192,Claudinho,LAT,CAP,7.84,7.52,Contundido,5.71,8.92
95131,Gabriel Taliari,ATA,REM,10.06,5.7,Provável,6.22,4.54
127273,Artur Jorge,TEC,CRU,12.0,6.37,Provável,2.01,6.256
42411,Cuca,TEC,SAN,9.82,5.52,Provável,2.16,6.018
101820,Mayk,LAT,REM,5.75,3.27,Dúvida,3.39,4.3
102877,Gabriel Poveda,ATA,REM,2.68,0.66,Nulo,0.58,1.58
147560,Caio Suassuna,ATA,BAH,2.64,2.0,Nulo,0.0,2.0
97905,Matheus Aurélio,GOL,CHA,2.61,1.7,Nulo,0.0,3.5
149715,Rafael Gonzaga,LAT,SAN,2.79,2.4,Nulo,0.0,2.4
103347,Matheus Alexandre,LAT,REM,4.19,1.92,Nulo,2.57,2.6399999999999997
130209,Renê,ATA,VIT,8.44,6.53,Provável,5.84,7.279999999999999
148717,Tetê,ATA,SAO,0.65,-0.4,Nulo,0.0,-0.4
94034,Kevin Ramírez,ATA,CHA,4.83,3.1,Nulo,2.14,1.7333333333333334
123016,David Braga,MEI,REM,3.03,1.26,Nulo,1.84,2.08
141405,Avellar,LAT,VAS,1.49,1.5,Nulo,0.0,1.5
150197,Osorio,ZAG,SAO,2.24,2.32,Provável,2.95,4.6000000000000005
147089,Cauã Soares,ATA,CAM,1.24,0.64,Nulo,0.14,1.6
149994,Jhuan Nunes,ATA,RBB,1.83,2.3,Nulo,0.0,2.3
149991,David,ATA,CFC,0.92,0.0,Nulo,0.0,0.0
149990,Franclim Carvalho,TEC,BOT,11.22,5.22,Provável,1.78,4.492
146701,Benjamin Arhin,MEI,INT,1.73,-0.3,Contundido,0.0,-0.3
85465,Alex Santana,MEI,COR,4.02,0.8,Contundido,0.0,0.8
150757,Samuel Pierri,MEI,SAN,1.88,0.45,Nulo,0.0,0.9
150825,Breno,ZAG,RBB,2.8,3.35,Nulo,0.0,6.7
150180,Ramon Rique,MEI,VAS,2.93,2.83,Nulo,1.67,3.3666666666666667
145660,Luiz Felipe,LAT,INT,1.65,1.45,Nulo,0.0,2.9
141606,Hugo Leonardo,MEI,SAO,0.91,0.0,Nulo,0.0,0.0
148092,Vitor Ramon,LAT,GRE,1.0,0.2,Nulo,0.0,0.2
107093,Luciano Juba,LAT,BAH,11.26,7.3,Provável,5.11,7.4799999999999995
141382,Gustavo Santana,ATA,SAO,1.81,0.0,Nulo,0.0,0.0
150959,Davizinho,LAT,SAN,0.81,0.0,Nulo,0.0,0.0
130279,Lukas Zuccarello,MEI,VAS,2.32,1.3,Nulo,0.0,1.3
147544,Gabriel Menegon,GOL,GRE,1.81,0.0,Nulo,0.0,0.0
